AccusedMasterID,CaseMasterID,PersonMasterID,AccusedName,AgeYear,GenderID,PersonID,MO
2086,1234,2173,Nimrat Natarajan,60,F,A1,Loan-default cheating
2087,1234,2171,Mekhala Lal,65,F,A2,Shell company fraud
2088,1234,2172,Dev Pillay,17,T,A3,Ponzi / fake investment scheme
2089,1235,2174,Lakshmi Pal,33,F,A1,Vehicle theft with duplicate key
2090,1236,2175,Nikita Ratta,36,F,A1,Blunt weapon assault
2091,1237,2176,Akshay Oza,43,T,A1,Phishing link / fake link
2092,1238,2177,Reyansh Brahmbhatt,36,M,A1,Daylight chain/bag snatching
2093,1239,2178,Inaya Sodhi,36,F,A1,Persistent online stalking before offence
2094,1240,2179,Nirja Ghosh,48,T,A1,Daylight chain/bag snatching
2095,1240,2181,Panini Batra,39,F,A2,Vehicle theft with duplicate key
2096,1240,2180,Odika Ratta,25,T,A3,Forced window/door entry
2097,1241,2184,Isaiah Sood,22,M,A1,Knife-related assault
2098,1241,2183,Inaya Sarin,20,T,A2,Knife-related assault
2099,1241,2182,Michael Kunda,18,T,A3,Unarmed physical assault
2100,1242,187,Oeshi Dara,44,T,A1,Persistent online stalking before offence
2101,1242,2185,Yoshita Aggarwal,32,F,A2,Workplace harassment
2102,1243,2186,Zashil Nadig,35,T,A1,Blunt weapon assault
2103,1244,2187,Ekapad Doctor,44,M,A1,Lock-picking
2104,1244,2188,Mohammed Lata,63,M,A2,Daylight chain/bag snatching
2105,1245,2190,Michael Raval,42,M,A1,Lock-picking
2106,1245,2189,Baghyawati Ramakrishnan,17,F,A2,Forced window/door entry
2107,1246,2191,Zarna Chowdhury,26,T,A1,Persistent online stalking before offence
2108,1246,2192,Aarush Bala,40,M,A2,Family/relative-perpetrated
2109,1247,2193,Gaurang Chand,57,M,A1,Ponzi / fake investment scheme
2110,1247,2194,Jagrati Bora,46,F,A2,Ponzi / fake investment scheme
2111,1248,2195,Samuel Rattan,33,T,A1,Daylight chain/bag snatching
2112,1249,2197,Aayush Mani,48,M,A1,Vehicle theft with duplicate key
2113,1249,2196,Avni Keer,59,F,A2,Forced window/door entry
2114,1250,2198,Gaurang Pal,54,M,A1,Loan-default cheating
2115,1251,2199,Yamini Sankaran,56,F,A1,Unarmed physical assault
2116,1252,2200,Onveer Palla,54,M,A1,Daylight chain/bag snatching
2117,1253,2201,Tamanna Kala,49,T,A1,Vehicle theft with duplicate key
2118,1254,2203,Simon Bakshi,50,M,A1,Lock-picking
2119,1254,2202,Pavani Kunda,19,F,A2,Vehicle theft with duplicate key
2120,1254,2204,Tristan Balasubramanian,63,T,A3,Vehicle theft with duplicate key
2121,1255,2205,Oliver Rana,32,M,A1,Phishing link / fake link
2122,1256,2206,Owen Hari,42,M,A1,Daylight chain/bag snatching
2123,1257,2207,Chanchal Chanda,37,F,A1,Vehicle theft with duplicate key
2124,1258,2208,Mason Gade,31,T,A1,Ambush attack at night
2125,1259,2211,Jatin Chakraborty,61,M,A1,Workplace harassment
2126,1259,131,Owen Mitter,35,T,A2,Workplace harassment
2127,1259,2209,Jyoti Dewan,50,F,A3,Family/relative-perpetrated
2128,1259,2210,Harshil Deo,57,T,A4,Persistent online stalking before offence
2129,1260,67,Anjali Lad,48,T,A1,Vehicle theft with duplicate key
2130,1260,2212,Siddharth Purohit,29,T,A2,Forced window/door entry
2131,1261,207,Mason Sankar,50,T,A1,OTP fraud
2132,1262,2213,Harshil Walla,52,T,A1,Lock-picking
2133,1262,2214,Meera Prabhakar,26,F,A2,Forced window/door entry
2134,1263,2215,Ekantika Chander,39,F,A1,Daylight chain/bag snatching
2135,1263,248,Harshil Batta,52,M,A2,Forced window/door entry
2136,1263,2216,Divya Luthra,51,F,A3,Vehicle theft with duplicate key
2137,1264,2217,Upadhriti Shankar,55,F,A1,Phishing link / fake link
2138,1265,2218,Zashil Mutti,40,M,A1,OTP fraud
2139,1265,2219,Idika Atwal,26,T,A2,Social media impersonation
2140,1266,2221,Ikbal Swamy,64,M,A1,Ambush attack at night
2141,1266,2220,Amara Prasad,35,F,A2,Knife-related assault
2142,1267,2223,Champak Anand,60,T,A1,Knife-related assault
2143,1267,2222,Farhan Kota,45,M,A2,Knife-related assault
2144,1267,2225,Dalbir Balasubramanian,25,M,A3,Ambush attack at night
2145,1267,2224,Madhavi Korpal,45,T,A4,Blunt weapon assault
2146,1268,2228,Noah Parmar,16,M,A1,OTP fraud
2147,1268,2227,Rehaan Sarkar,22,M,A2,OTP fraud
2148,1268,2226,Ishaan Mammen,26,M,A3,Phishing link / fake link
2149,1269,2230,Madhav Kapadia,27,T,A1,Phishing link / fake link
2150,1269,2229,Prisha Karan,31,T,A2,Social media impersonation
2151,1270,2231,Harish Nadkarni,25,T,A1,Fake KYC update call
2152,1271,2232,Priya Edwin,31,T,A1,Ponzi / fake investment scheme
2153,1272,115,Nitara Doshi,22,T,A1,Ponzi / fake investment scheme
2154,1272,80,Gaurav Halder,33,M,A2,Cheque bounce fraud
2155,1273,2233,Waida Bali,30,T,A1,Loan-default cheating
2156,1273,2234,Bahadurjit Devan,48,M,A2,Loan-default cheating
2157,1274,2235,Logan Som,52,M,A1,Phishing link / fake link
2158,1275,2236,Ishani Goda,29,F,A1,Forced window/door entry
2159,1276,2237,Hiral Bail,65,T,A1,Persistent online stalking before offence
2160,1277,2238,Lucky Doctor,20,M,A1,Forced window/door entry
2161,1278,2239,Quincy Jaggi,30,M,A1,Lock-picking
2162,1278,2241,Divya Kapoor,58,T,A2,Forced window/door entry
2163,1278,2240,Rehaan Sawhney,19,M,A3,Forced window/door entry
2164,1279,2242,Kamya Bumb,21,F,A1,Ambush attack at night
2165,1280,30,Adya Andra,36,F,A1,Vehicle theft with duplicate key
2166,1281,231,Jagat Srinivas,32,T,A1,Family/relative-perpetrated
2167,1282,2245,Chatura Kala,62,T,A1,Unarmed physical assault
2168,1282,2244,Gauri Munshi,58,T,A2,Blunt weapon assault
2169,1282,2246,Anya Sood,37,F,A3,Ambush attack at night
2170,1282,2243,Yochana Bedi,65,T,A4,Ambush attack at night
2171,1283,2247,Qushi Desai,25,F,A1,Social media impersonation
2172,1283,6,Dakshesh Mand,49,T,A2,OTP fraud
2173,1284,2248,Tejas Thakkar,47,T,A1,Cheque bounce fraud
2174,1285,2249,Liam Chandran,50,M,A1,Shell company fraud
2175,1285,2250,Jagrati Narayanan,65,F,A2,Cheque bounce fraud
2176,1285,2252,Xalak Arora,46,F,A3,Shell company fraud
2177,1285,2251,Ekansh Ahuja,45,M,A4,Ponzi / fake investment scheme
2178,1286,2253,Jackson Karpe,51,M,A1,Vehicle theft with duplicate key
2179,1287,2254,Xiti Sehgal,58,T,A1,Forced window/door entry
2180,1288,2255,Vivaan Suri,25,M,A1,Knife-related assault
2181,1289,2256,Wridesh Parmar,24,T,A1,Blunt weapon assault
2182,1290,2257,Gautami Rajan,52,T,A1,Knife-related assault
2183,1291,2260,Advaith Chana,38,M,A1,Ambush attack at night
2184,1291,2259,Aashi Vohra,39,T,A2,Unarmed physical assault
2185,1291,2258,Mohini Rau,52,F,A3,Unarmed physical assault
2186,1292,2261,Anmol Rajan,51,T,A1,Blunt weapon assault
2187,1293,2262,Atharv Khanna,22,M,A1,Workplace harassment
2188,1293,2263,Amrita Manne,44,F,A2,Family/relative-perpetrated
2189,1293,172,Triya Mammen,25,T,A3,Workplace harassment
2190,1294,29,Kritika Badal,30,F,A1,Workplace harassment
2191,1294,2264,Chameli Dalal,50,F,A2,Persistent online stalking before offence
2192,1294,2265,Logan Chadha,43,T,A3,Family/relative-perpetrated
2193,1295,2266,Dayamai Verma,26,T,A1,Social media impersonation
2194,1296,2267,Yachana Patla,45,F,A1,Daylight chain/bag snatching
2195,1297,2268,Advik Nadkarni,44,M,A1,Family/relative-perpetrated
2196,1298,2269,Qabil Kala,18,T,A1,Knife-related assault
2197,1298,2270,Isaac Konda,59,M,A2,Blunt weapon assault
2198,1299,2271,Nicholas Murthy,52,T,A1,Family/relative-perpetrated
2199,1300,2273,Falak Ahuja,48,T,A1,Blunt weapon assault
2200,1300,2272,Faris Mishra,21,T,A2,Ambush attack at night
2201,1301,2274,Indira Tiwari,17,F,A1,Ponzi / fake investment scheme
2202,1302,2275,Farhan Mistry,58,M,A1,OTP fraud
2203,1302,2276,Yutika Natt,18,F,A2,Phishing link / fake link
2204,1303,2277,Nidra Atwal,50,F,A1,Workplace harassment
2205,1303,2278,Ekaraj Master,45,T,A2,Workplace harassment
2206,1304,2279,Omya Tailor,26,F,A1,Phishing link / fake link
2207,1305,2281,Banjeet Dara,28,M,A1,Ponzi / fake investment scheme
2208,1305,2280,Dhriti Sarraf,39,T,A2,Ponzi / fake investment scheme
2209,1306,2282,Diya Vyas,47,F,A1,Lock-picking
2210,1307,2283,Chatresh Yogi,21,T,A1,Vehicle theft with duplicate key
2211,1308,110,Ishita Parmar,37,F,A1,Vehicle theft with duplicate key
2212,1309,2284,Vinaya Seshadri,65,F,A1,Shell company fraud
2213,1309,2285,Maanav Kade,39,T,A2,Loan-default cheating
2214,1309,2286,Daniel Konda,62,M,A3,Cheque bounce fraud
2215,1310,2287,Vaishnavi Hayre,33,F,A1,Vehicle theft with duplicate key
2216,1311,2289,Odika Suri,45,F,A1,Unarmed physical assault
2217,1311,2288,Lohit Saini,37,M,A2,Knife-related assault
2218,1311,2291,Yachana Bath,43,T,A3,Knife-related assault
2219,1311,2290,Henry Balasubramanian,49,M,A4,Knife-related assault
2220,1312,2292,Meera Das,55,F,A1,Family/relative-perpetrated
2221,1312,2293,Tamanna Srivastava,33,F,A2,Family/relative-perpetrated
2222,1313,2294,Charan Ahluwalia,22,M,A1,Knife-related assault
2223,1314,2295,Darsh Puri,45,M,A1,Unarmed physical assault
2224,1315,2296,Jai Parmar,50,M,A1,Forced window/door entry
2225,1316,2297,Geetika Goel,36,T,A1,Forced window/door entry
2226,1317,2298,Wahab Patil,45,M,A1,Unarmed physical assault
2227,1317,2299,Arya Halder,41,T,A2,Ambush attack at night
2228,1318,2300,Nikita Varkey,16,F,A1,Daylight chain/bag snatching
2229,1319,2301,Upadhriti Tank,36,F,A1,Lock-picking
2230,1320,2302,Vritti Sahni,19,T,A1,Unarmed physical assault
2231,1321,206,Tristan Konda,21,M,A1,Fake KYC update call
2232,1322,2303,Anusha Garde,44,F,A1,Persistent online stalking before offence
2233,1323,2304,Anita Rama,65,F,A1,Fake KYC update call
2234,1324,2306,Owen Muni,25,T,A1,Fake KYC update call
2235,1324,2305,Ronith Karpe,64,T,A2,Social media impersonation
2236,1325,2307,Janaki Sachdeva,63,T,A1,Unarmed physical assault
2237,1326,2308,Manthan Dugar,40,M,A1,Cheque bounce fraud
2238,1327,2310,Udarsh Pall,63,M,A1,Forced window/door entry
2239,1327,2309,Veer More,25,M,A2,Forced window/door entry
2240,1328,2314,Ekantika Mital,64,T,A1,Shell company fraud
2241,1328,2313,Vanya Amble,31,F,A2,Ponzi / fake investment scheme
2242,1328,2311,Sara Saraf,20,F,A3,Cheque bounce fraud
2243,1328,2312,Mason Rege,62,M,A4,Ponzi / fake investment scheme
2244,1329,2317,Dayita Sagar,33,F,A1,Workplace harassment
2245,1329,2316,Janani Vohra,20,T,A2,Workplace harassment
2246,1329,2315,Rajeshri Char,35,F,A3,Workplace harassment
2247,1330,2318,Wriddhish Mutti,23,M,A1,Loan-default cheating
2248,1330,2319,Aarini Mahajan,19,F,A2,Cheque bounce fraud
2249,1331,2320,Ishita Malhotra,29,T,A1,Forced window/door entry
2250,1332,2321,Falak Char,41,F,A1,Daylight chain/bag snatching
2251,1333,2324,Forum Rastogi,22,F,A1,Blunt weapon assault
2252,1333,2323,Ekani Saini,45,F,A2,Knife-related assault
2253,1333,2322,Wakeeta Ratta,65,F,A3,Unarmed physical assault
2254,1334,2325,Wakeeta Anne,62,F,A1,Unarmed physical assault
2255,1335,2326,Jackson Nanda,25,M,A1,Ponzi / fake investment scheme
2256,1336,2328,Vinaya Guha,32,F,A1,Cheque bounce fraud
2257,1336,2327,Chakrika Saran,18,F,A2,Cheque bounce fraud
2258,1337,2330,Umang Lad,42,T,A1,Knife-related assault
2259,1337,2331,Bahadurjit Nayar,28,M,A2,Ambush attack at night
2260,1337,2329,Henry Lal,65,T,A3,Knife-related assault
2261,1338,2332,Geetika Srivastava,30,F,A1,Ambush attack at night
2262,1339,2333,Charvi Nori,16,T,A1,OTP fraud
2263,1340,2334,Charan Sibal,28,T,A1,Ambush attack at night
2264,1341,2338,Yauvani Acharya,34,F,A1,Forced window/door entry
2265,1341,2336,Hitesh Andra,32,M,A2,Forced window/door entry
2266,1341,2335,Yatan Sastry,61,T,A3,Lock-picking
2267,1341,2337,Champak Baral,61,M,A4,Lock-picking
2268,1342,2339,Ranbir Das,61,T,A1,Ponzi / fake investment scheme
2269,1343,2340,Pahal Modi,18,F,A1,Forced window/door entry
2270,1344,2341,Rajeshri Prakash,35,F,A1,Knife-related assault
2271,1345,2343,Ekbal Prakash,26,M,A1,Knife-related assault
2272,1345,2342,Caleb Shenoy,54,M,A2,Knife-related assault
2273,1346,169,Balendra Nayak,53,M,A1,Lock-picking
2274,1347,2344,Jeet Wali,23,M,A1,OTP fraud
2275,1348,2345,Vivaan Chauhan,44,M,A1,Unarmed physical assault
2276,1349,2346,Anya Kamdar,41,F,A1,Persistent online stalking before offence
2277,1350,2347,Simon Halder,34,M,A1,Forced window/door entry
2278,1351,2349,Vansha Sandal,58,F,A1,Daylight chain/bag snatching
2279,1351,2348,Triveni Bandi,65,T,A2,Vehicle theft with duplicate key
2280,1352,2350,Kai Sarna,43,M,A1,Lock-picking
2281,1353,2351,Watika Sidhu,43,F,A1,Vehicle theft with duplicate key
2282,1353,2352,Pranit Pandya,59,T,A2,Lock-picking
2283,1354,2353,Triveni Sarin,35,F,A1,Unarmed physical assault
2284,1355,174,Wyatt Dada,48,T,A1,Ambush attack at night
2285,1356,2354,Unnati Ravi,35,F,A1,Blunt weapon assault
2286,1357,2355,Zinal Chhabra,46,T,A1,Lock-picking
2287,1358,2356,Damini Naidu,17,T,A1,Workplace harassment
2288,1359,108,Jonathan Shah,45,M,A1,Ponzi / fake investment scheme
2289,1359,4,Osha Modi,51,F,A2,Ponzi / fake investment scheme
2290,1360,2357,Jagrati Palla,35,T,A1,Phishing link / fake link
2291,1361,2358,Vansha Lata,63,F,A1,Fake KYC update call
2292,1362,2359,Anita Sehgal,64,F,A1,Phishing link / fake link
2293,1363,2360,Jalsa Kala,18,T,A1,Forced window/door entry
2294,1364,2361,Devika Jani,40,F,A1,Daylight chain/bag snatching
2295,1365,2362,Janaki Kuruvilla,36,F,A1,Knife-related assault
2296,1366,2363,Eta Bath,30,F,A1,Workplace harassment
2297,1367,2364,Samuel Mahal,44,M,A1,Daylight chain/bag snatching
2298,1368,2365,Yoshita Goda,34,F,A1,Ponzi / fake investment scheme
2299,1369,2366,Mitali Choudhry,21,F,A1,Forced window/door entry
2300,1370,2367,Chandani Panchal,19,F,A1,Ambush attack at night
2301,1371,2368,Yauvani Bir,26,F,A1,Blunt weapon assault
2302,1372,2369,Bhavna Golla,19,T,A1,Family/relative-perpetrated
2303,1373,2370,Vedant Yadav,16,T,A1,Persistent online stalking before offence
2304,1373,2371,Nachiket Varughese,20,M,A2,Persistent online stalking before offence
2305,1374,2372,Simon Ratta,32,M,A1,Vehicle theft with duplicate key
2306,1375,32,Amaira Chowdhury,42,T,A1,Daylight chain/bag snatching
2307,1376,2373,Janaki Bhasin,63,F,A1,Daylight chain/bag snatching
2308,1377,2374,Umang Ghose,28,M,A1,Social media impersonation
2309,1378,2376,Aayush Konda,53,M,A1,Forced window/door entry
2310,1378,2375,Balhaar Yogi,48,M,A2,Lock-picking
2311,1379,2377,Hemal Iyengar,48,F,A1,Ponzi / fake investment scheme
2312,1380,2378,Ekansh Mitra,47,T,A1,Loan-default cheating
2313,1380,2379,Urvi Sehgal,45,F,A2,Cheque bounce fraud
2314,1381,14,Rachita Loke,34,F,A1,Workplace harassment
2315,1382,2380,Bakhshi Raghavan,30,M,A1,Social media impersonation
2316,1383,2381,Chatura Ahuja,38,T,A1,Ambush attack at night
2317,1384,2384,Krish Butala,35,M,A1,Ambush attack at night
2318,1384,2383,Ria Tiwari,64,F,A2,Knife-related assault
2319,1384,2382,Vihaan Kanda,35,M,A3,Knife-related assault
2320,1385,2386,Upasna Cheema,24,F,A1,Cheque bounce fraud
2321,1385,2385,Ekbal Batra,62,T,A2,Ponzi / fake investment scheme
2322,1386,2387,Yasti Tata,38,F,A1,Forced window/door entry
2323,1387,2389,Kashish Bora,40,F,A1,Fake KYC update call
2324,1387,2388,Joshua Koshy,18,M,A2,Social media impersonation
2325,1388,2392,Siya Nath,26,T,A1,Phishing link / fake link
2326,1388,2391,Zarna Wable,55,F,A2,Phishing link / fake link
2327,1388,2393,Kritika Dube,32,F,A3,Social media impersonation
2328,1388,2390,Bhavika Nagarajan,18,T,A4,Fake KYC update call
2329,1389,2397,Siya Tiwari,58,F,A1,Unarmed physical assault
2330,1389,2394,Yahvi Sandal,53,T,A2,Ambush attack at night
2331,1389,2395,Zehaan Hari,47,T,A3,Unarmed physical assault
2332,1389,2396,Dayita Narayanan,60,T,A4,Knife-related assault
2333,1390,2398,Zilmil Agarwal,57,F,A1,Cheque bounce fraud
2334,1390,2399,Meera Kibe,24,F,A2,Shell company fraud
2335,1391,2401,Dipta Comar,52,F,A1,Family/relative-perpetrated
2336,1391,2400,Gabriel Narayan,31,T,A2,Family/relative-perpetrated
2337,1392,2402,Nitesh Sodhi,28,T,A1,Daylight chain/bag snatching
2338,1393,2403,Hemangini Parmar,37,F,A1,Lock-picking
2339,1393,167,Vyanjana Walia,53,F,A2,Vehicle theft with duplicate key
2340,1394,2405,Vrinda Gill,18,T,A1,Phishing link / fake link
2341,1394,2404,Gaurang Pandit,27,M,A2,OTP fraud
2342,1395,2406,Wriddhish Pandit,49,T,A1,Unarmed physical assault
2343,1396,2407,Amrita Goswami,30,T,A1,Vehicle theft with duplicate key
2344,1397,2408,Viraj Chaudry,27,M,A1,OTP fraud
2345,1398,2409,Hardik Sangha,43,T,A1,Family/relative-perpetrated
2346,1398,2410,Wakeeta Borra,32,T,A2,Workplace harassment
2347,1398,2411,Imaran Sinha,29,M,A3,Persistent online stalking before offence
2348,1399,2412,Dhriti Goel,16,T,A1,Workplace harassment
2349,1399,2413,Advik Nagar,53,T,A2,Family/relative-perpetrated
2350,1400,2414,Harish Rama,45,M,A1,Daylight chain/bag snatching
2351,1401,2415,Shivansh Nair,53,M,A1,Cheque bounce fraud
2352,1401,2416,Diya Dass,19,T,A2,Cheque bounce fraud
2353,1402,2418,Rajeshri Nayak,59,T,A1,Knife-related assault
2354,1402,2417,Yashawini Chaudhuri,21,F,A2,Ambush attack at night
2355,1402,114,Onveer Walia,28,M,A3,Unarmed physical assault
2356,1403,2419,Bishakha Vora,43,T,A1,Unarmed physical assault
2357,1403,2420,Dhriti Vohra,51,T,A2,Unarmed physical assault
2358,1404,2421,Jagrati Nair,19,T,A1,Daylight chain/bag snatching
2359,1405,2422,Eshana Palla,52,F,A1,Loan-default cheating
2360,1405,246,Frado Baria,47,T,A2,Loan-default cheating
2361,1406,2423,Gaurav Walia,45,T,A1,Workplace harassment
2362,1406,2424,Urvashi Saxena,28,T,A2,Persistent online stalking before offence
2363,1407,2426,Bhavini Mody,60,F,A1,Vehicle theft with duplicate key
2364,1407,2425,Nilima Saran,19,F,A2,Vehicle theft with duplicate key
2365,1408,2427,Bhavna Sarraf,41,T,A1,Lock-picking
2366,1409,2429,Pratyush Basu,27,T,A1,Loan-default cheating
2367,1409,2428,Sai Banik,59,M,A2,Shell company fraud
2368,1410,2431,Neel Srinivas,18,T,A1,Phishing link / fake link
2369,1410,2430,Ijaya Sathe,22,F,A2,Phishing link / fake link
2370,1411,2432,Ekiya Saraf,34,T,A1,Persistent online stalking before offence
2371,1412,2433,Bhavani Ghosh,24,F,A1,Workplace harassment
2372,1412,2434,Osha Sehgal,57,F,A2,Persistent online stalking before offence
2373,1413,2435,Bachittar Mangal,22,T,A1,Ambush attack at night
2374,1414,2436,Eesha Tara,52,F,A1,Cheque bounce fraud
2375,1415,2438,Triya Chopra,38,T,A1,Workplace harassment
2376,1415,2437,Rushil Comar,32,T,A2,Persistent online stalking before offence
2377,1416,18,Ishanvi Hans,23,T,A1,Family/relative-perpetrated
2378,1417,2439,Frederick Kibe,37,T,A1,Social media impersonation
2379,1418,2440,Nidra Bhargava,28,T,A1,OTP fraud
2380,1419,2442,Tejas Gour,46,M,A1,Knife-related assault
2381,1419,2441,Tripti Pall,18,T,A2,Blunt weapon assault
2382,1420,2443,Alka Venkatesh,51,F,A1,Unarmed physical assault
2383,1421,2444,Akshay Parikh,20,M,A1,Unarmed physical assault
2384,1422,2446,Udyati Chokshi,58,T,A1,Persistent online stalking before offence
2385,1422,2445,Charita Sur,43,F,A2,Persistent online stalking before offence
2386,1423,2447,Girindra Morar,24,M,A1,Family/relative-perpetrated
2387,1424,2449,Divya Misra,35,T,A1,Workplace harassment
2388,1424,2450,Mahika Bhalla,62,F,A2,Persistent online stalking before offence
2389,1424,2448,Lila De,48,T,A3,Workplace harassment
2390,1425,2451,Darika Rajagopal,58,F,A1,OTP fraud
2391,1425,2452,Jagvi Mital,19,F,A2,Social media impersonation
2392,1425,54,Pranav Ravi,38,T,A3,OTP fraud
2393,1426,2453,Mahika Sabharwal,17,T,A1,Loan-default cheating
2394,1427,2454,Wahab Chander,17,M,A1,Unarmed physical assault
2395,1428,2455,Jagat Rana,43,T,A1,Unarmed physical assault
2396,1428,31,Nidra Dada,31,F,A2,Knife-related assault
2397,1428,2456,Shivansh Raj,34,M,A3,Ambush attack at night
2398,1429,2457,Rajata Wason,55,T,A1,Forced window/door entry
2399,1430,2458,Meghana Issac,39,F,A1,OTP fraud
2400,1431,2459,Advay Padmanabhan,37,M,A1,Vehicle theft with duplicate key
2401,1432,2461,Isha Puri,55,F,A1,Daylight chain/bag snatching
2402,1432,2460,Ekani Kar,34,F,A2,Forced window/door entry
2403,1432,2462,Ira Krish,36,T,A3,Daylight chain/bag snatching
2404,1433,9,Kashvi Pathak,35,T,A1,Forced window/door entry
2405,1434,2463,Veda Chopra,32,T,A1,Blunt weapon assault
2406,1435,2464,Ishwar Reddy,26,M,A1,Daylight chain/bag snatching
2407,1436,2466,Harrison Ahuja,57,M,A1,Fake KYC update call
2408,1436,2468,Upadhriti Krishnamurthy,63,F,A2,Social media impersonation
2409,1436,2465,Anya Sunder,47,F,A3,Phishing link / fake link
2410,1436,2467,Qarin Gade,50,T,A4,Social media impersonation
2411,1437,2469,Shivani Shenoy,18,T,A1,Lock-picking
2412,1438,2470,Lekha Karan,16,T,A1,Phishing link / fake link
2413,1439,2471,Laksh Sama,19,M,A1,Vehicle theft with duplicate key
2414,1440,2472,Adya Andra,60,T,A1,Knife-related assault
2415,1440,2473,Nachiket Hari,39,M,A2,Blunt weapon assault
2416,1441,2475,Aadhya Peri,27,T,A1,Social media impersonation
2417,1441,2474,Simon Suresh,50,T,A2,Social media impersonation
2418,1442,2476,Mahika Lall,29,F,A1,Unarmed physical assault
2419,1443,2477,Aarush Desai,43,M,A1,Unarmed physical assault
2420,1444,2479,Chandran Patla,62,M,A1,Phishing link / fake link
2421,1444,2478,Chatura Merchant,57,M,A2,Fake KYC update call
2422,1444,59,Zarna Kunda,40,F,A3,OTP fraud
2423,1445,2482,Chaman Sura,21,F,A1,Knife-related assault
2424,1445,2480,Balhaar Kashyap,21,T,A2,Unarmed physical assault
2425,1445,2481,Irya Kurian,32,T,A3,Ambush attack at night
2426,1445,133,Daniel Ganesh,47,M,A4,Unarmed physical assault
2427,1446,172,Triya Mammen,26,T,A1,Workplace harassment
2428,1446,2483,Yatin Balay,21,M,A2,Persistent online stalking before offence
2429,1447,2484,Avni Sahni,17,T,A1,Fake KYC update call
2430,1448,2485,Madhavi Keer,47,F,A1,Cheque bounce fraud
2431,1449,2486,Yug Thaman,44,M,A1,Knife-related assault
2432,1449,2487,Urishilla Guha,16,T,A2,Blunt weapon assault
2433,1450,2488,Gabriel Shetty,43,M,A1,Ambush attack at night
2434,1451,2489,Yoshita Kota,29,F,A1,Ambush attack at night
2435,1452,2490,Meera Chawla,19,T,A1,Fake KYC update call
2436,1453,3,Oeshi Parsa,52,F,A1,Vehicle theft with duplicate key
2437,1453,2491,Unnati Sharma,53,F,A2,Lock-picking
2438,1454,2492,Tanvi Taneja,26,T,A1,Cheque bounce fraud
2439,1455,97,Yutika Gulati,44,F,A1,Knife-related assault
2440,1456,43,Urishilla Dora,53,F,A1,Persistent online stalking before offence
2441,1457,2493,Dalaja Oak,54,F,A1,Knife-related assault
2442,1458,2495,Naksh Randhawa,28,M,A1,Blunt weapon assault
2443,1458,2496,Nicholas Wadhwa,59,T,A2,Knife-related assault
2444,1458,2494,Advaith Chawla,23,M,A3,Unarmed physical assault
2445,1459,2497,Ishanvi Narain,57,T,A1,Forced window/door entry
2446,1460,2498,Azad Dua,16,M,A1,Vehicle theft with duplicate key
2447,1461,123,Wishi Krishnan,32,F,A1,Unarmed physical assault
2448,1462,197,Kalpit Gupta,56,M,A1,Vehicle theft with duplicate key
2449,1463,2499,Mekhala Bhasin,38,T,A1,Fake KYC update call
2450,1464,2500,Ubika Khosla,32,T,A1,Ambush attack at night
2451,1465,2501,Chandresh Savant,49,M,A1,Forced window/door entry
2452,1466,2504,Ayaan Khosla,49,T,A1,Ambush attack at night
2453,1466,2503,Yatin Savant,34,M,A2,Ambush attack at night
2454,1466,2502,Megha Prabhu,29,F,A3,Ambush attack at night
2455,1466,2505,Baghyawati Deo,31,F,A4,Unarmed physical assault
2456,1467,2506,Vedant Chandra,25,M,A1,Daylight chain/bag snatching
2457,1467,2507,Hemani Khanna,32,T,A2,Forced window/door entry
2458,1467,2508,Idika Kurian,63,T,A3,Forced window/door entry
2459,1468,2510,Prisha Amble,20,T,A1,Ponzi / fake investment scheme
2460,1468,2509,Varsha Yogi,24,T,A2,Loan-default cheating
2461,1469,2511,Hema Prashad,29,T,A1,Family/relative-perpetrated
2462,1470,2512,Aishani Ravi,60,F,A1,Social media impersonation
2463,1471,2513,Aadi Bhavsar,25,T,A1,Ambush attack at night
2464,1472,2516,Riya Prasad,63,F,A1,OTP fraud
2465,1472,2515,Jagrati Sharma,48,F,A2,OTP fraud
2466,1472,2514,Lila Ramaswamy,29,F,A3,Fake KYC update call
2467,1473,2517,Gayathri Mohan,32,T,A1,Knife-related assault
2468,1474,2519,Yadavi Mishra,53,T,A1,Daylight chain/bag snatching
2469,1474,2518,Samaksh Dara,31,M,A2,Vehicle theft with duplicate key
2470,1475,2520,Adweta Kanda,19,F,A1,Fake KYC update call
2471,1476,2521,Vamakshi Wason,60,T,A1,Forced window/door entry
2472,1476,2522,Gaurang Madan,20,T,A2,Daylight chain/bag snatching
2473,1477,2523,Darsh Mander,33,T,A1,Forced window/door entry
2474,1478,2524,Tanmayi Loke,48,F,A1,Phishing link / fake link
2475,1478,2526,Udarsh Oak,54,M,A2,Fake KYC update call
2476,1478,2525,Frado Balasubramanian,20,M,A3,Phishing link / fake link
2477,1479,2527,Harshil Seth,20,M,A1,Blunt weapon assault
2478,1479,2528,Anirudh Dar,49,M,A2,Unarmed physical assault
2479,1480,2530,Neel Thakkar,41,M,A1,Knife-related assault
2480,1480,2529,Vedika Thaker,58,F,A2,Ambush attack at night
2481,1481,2531,Forum Borde,22,F,A1,Unarmed physical assault
2482,1482,2532,Ayushman Pingle,21,T,A1,Family/relative-perpetrated
2483,1482,2534,Baljiwan Nadkarni,38,T,A2,Persistent online stalking before offence
2484,1482,2533,Gunbir Sathe,55,M,A3,Workplace harassment
