PersonMasterID,PersonName,GenderID,HomeDistrictID,PrimaryCrimeHeadID,PrimaryMO,TotalCasesLinked,IsRepeatOffender
1414,Pooja Som,T,8,2,Vehicle theft with duplicate key,1,0
1415,Pranit Khanna,M,15,2,Daylight chain/bag snatching,1,0
1416,Radhika Dewan,F,15,2,Vehicle theft with duplicate key,1,0
1417,Ikshita Sandhu,F,15,2,Forced window/door entry,1,0
1418,Ekani Nagar,T,2,1,Blunt weapon assault,1,0
1419,Maanas Krishnan,M,8,1,Unarmed physical assault,1,0
1420,Dhriti Golla,T,8,1,Knife-related assault,1,0
1421,Ekani Wable,F,4,2,Forced window/door entry,1,0
1422,Ubika Dhar,F,4,2,Forced window/door entry,1,0
1423,Aryan Palla,M,10,1,Unarmed physical assault,1,0
1424,Vidhi Dasgupta,T,10,1,Knife-related assault,1,0
1425,Janaki Mistry,F,10,1,Ambush attack at night,1,0
1426,Anika Pall,T,15,4,Social media impersonation,1,0
1427,Max Bhardwaj,M,3,1,Ambush attack at night,1,0
1428,Gagan Ghose,T,3,1,Knife-related assault,1,0
1429,Kavya Choudhary,F,15,3,Family/relative-perpetrated,1,0
1430,Chanchal Sarraf,F,15,3,Workplace harassment,1,0
1431,Balhaar Hora,T,15,3,Workplace harassment,1,0
1432,Oeshi Bandi,T,11,4,OTP fraud,1,0
1433,Yamini Vohra,T,11,4,OTP fraud,1,0
1434,Chameli Shankar,T,9,1,Knife-related assault,1,0
1435,Nitara Shroff,F,9,1,Unarmed physical assault,1,0
1436,Nitesh Dhaliwal,M,9,1,Knife-related assault,1,0
1437,Harini Bhattacharyya,F,2,4,Fake KYC update call,1,0
1438,Brinda Virk,F,2,4,Phishing link / fake link,1,0
1439,Balveer Saraf,M,2,4,Phishing link / fake link,1,0
1440,Rushil Loke,M,10,1,Unarmed physical assault,1,0
1441,Radhika Babu,F,12,2,Forced window/door entry,1,0
1442,Owen Prakash,T,1,3,Workplace harassment,1,0
1443,Lekha Wali,F,15,5,Shell company fraud,1,0
1444,Vrinda Chandran,F,1,1,Ambush attack at night,1,0
1445,Ekaraj Sarna,T,1,1,Unarmed physical assault,1,0
1446,Aachal Srivastava,F,5,1,Knife-related assault,1,0
1447,Gaurav Shankar,T,5,1,Blunt weapon assault,1,0
1448,Aditya Sha,T,12,1,Blunt weapon assault,1,0
1449,Dipta Dhingra,F,3,3,Family/relative-perpetrated,1,0
1450,Bhanumati Bhatnagar,F,3,3,Persistent online stalking before offence,1,0
1451,Aadhya Dixit,F,3,3,Persistent online stalking before offence,1,0
1452,Wyatt Mall,M,8,1,Blunt weapon assault,1,0
1453,Azaan Konda,M,12,5,Loan-default cheating,1,0
1454,Kala Bahri,T,10,2,Lock-picking,1,0
1455,Fitan Taneja,M,15,1,Blunt weapon assault,1,0
1456,Ekaja Zachariah,F,7,1,Blunt weapon assault,1,0
1457,Udarsh Guha,M,4,3,Family/relative-perpetrated,1,0
1458,Shravya Kapoor,F,5,3,Family/relative-perpetrated,1,0
1459,Gopal Sekhon,M,5,2,Daylight chain/bag snatching,1,0
1460,Janani Raval,F,5,2,Vehicle theft with duplicate key,1,0
1461,Nisha Jhaveri,T,13,2,Lock-picking,1,0
1462,Pratyush Mani,M,6,1,Ambush attack at night,1,0
1463,Bina Karpe,F,9,5,Loan-default cheating,1,0
1464,Saanvi Rau,F,3,3,Workplace harassment,1,0
1465,Mitali Patel,T,2,1,Unarmed physical assault,1,0
1466,Anya Saha,T,2,1,Knife-related assault,1,0
1467,Hardik Basak,T,2,1,Unarmed physical assault,1,0
1468,Aarush Gala,M,2,1,Unarmed physical assault,1,0
1469,Arjun Gour,T,15,2,Lock-picking,1,0
1470,Ekanta Wadhwa,T,15,2,Forced window/door entry,1,0
1471,Yashawini Rattan,F,15,2,Forced window/door entry,1,0
1472,Advik Kari,M,15,2,Vehicle theft with duplicate key,1,0
1473,Luke Memon,M,9,2,Lock-picking,1,0
1474,Tanmayi Dutta,T,6,2,Forced window/door entry,1,0
1475,Xiti Shetty,T,11,2,Lock-picking,1,0
1476,Garima Ben,F,14,5,Loan-default cheating,1,0
1477,Urishilla Rai,T,6,2,Vehicle theft with duplicate key,1,0
1478,Yuvraj Narang,M,6,2,Vehicle theft with duplicate key,1,0
1479,Lekha Patla,F,15,4,Phishing link / fake link,1,0
1480,Gaurangi Krishnamurthy,F,12,3,Family/relative-perpetrated,1,0
1481,Samesh Varty,M,1,4,OTP fraud,1,0
1482,Falak Thakur,F,1,4,OTP fraud,1,0
1483,Finn Prakash,M,1,4,Phishing link / fake link,1,0
1484,Gaurangi Chand,F,7,2,Forced window/door entry,1,0
1485,Samaksh Doshi,M,7,2,Vehicle theft with duplicate key,1,0
1486,Madhavi Pal,F,7,2,Forced window/door entry,1,0
1487,Meera Bhattacharyya,F,8,3,Family/relative-perpetrated,1,0
1488,Vihaan Sachdev,T,8,3,Workplace harassment,1,0
1489,Imaran Suri,M,13,1,Unarmed physical assault,1,0
1490,Parth Handa,M,13,1,Unarmed physical assault,1,0
1491,Hardik Madan,M,13,1,Blunt weapon assault,1,0
1492,Sai Agarwal,T,2,1,Blunt weapon assault,1,0
1493,Banjeet Kakar,T,2,1,Ambush attack at night,1,0
1494,Dhruv Babu,T,2,1,Ambush attack at night,1,0
1495,Janaki Rattan,F,11,5,Cheque bounce fraud,1,0
1496,Ekansh Bora,M,11,5,Loan-default cheating,1,0
1497,Peter Venkataraman,M,5,2,Vehicle theft with duplicate key,1,0
1498,Chatura Bains,T,3,4,Social media impersonation,1,0
1499,Varenya Sood,F,3,4,Fake KYC update call,1,0
1500,Krisha Saran,F,3,4,Social media impersonation,1,0
1501,Mugdha Din,T,6,5,Loan-default cheating,1,0
1502,Farhan Rama,T,6,5,Shell company fraud,1,0
1503,Arin Agate,T,3,2,Lock-picking,1,0
1504,Jonathan Ghose,M,10,2,Daylight chain/bag snatching,1,0
1505,Umang Kamdar,M,10,2,Forced window/door entry,1,0
1506,Dominic Badal,M,6,1,Blunt weapon assault,1,0
1507,Gaurang Sidhu,M,6,1,Unarmed physical assault,1,0
1508,Hema Bains,F,11,4,Fake KYC update call,1,0
1509,Rehaan Pandya,M,11,4,Fake KYC update call,1,0
1510,Aishani Badal,F,11,4,Social media impersonation,1,0
1511,Damyanti Konda,F,11,2,Lock-picking,1,0
1512,Henry Kulkarni,M,11,2,Lock-picking,1,0
1513,Rayaan Sule,M,11,3,Family/relative-perpetrated,1,0
1514,Yuvraj Gole,M,11,3,Family/relative-perpetrated,1,0
1515,Harrison Lal,M,11,3,Family/relative-perpetrated,1,0
1516,William Basu,M,12,2,Daylight chain/bag snatching,1,0
1517,Kabir Kala,M,15,4,Fake KYC update call,1,0
1518,Xalak Krish,T,4,1,Knife-related assault,1,0
1519,Fiyaz Deol,M,2,5,Shell company fraud,1,0
1520,Dalaja Mander,F,2,5,Cheque bounce fraud,1,0
1521,Chasmum Sridhar,T,7,5,Cheque bounce fraud,1,0
1522,Samar Dugar,T,13,1,Blunt weapon assault,1,0
1523,Nitesh Biswas,T,13,1,Blunt weapon assault,1,0
1524,Advaith Verma,M,13,1,Knife-related assault,1,0
1525,Abdul Kamdar,T,14,2,Vehicle theft with duplicate key,1,0
1526,Alka Basu,F,13,2,Vehicle theft with duplicate key,1,0
1527,Rushil Lalla,M,13,2,Lock-picking,1,0
1528,Jack Dhar,M,13,2,Daylight chain/bag snatching,1,0
1529,Krish Dutt,T,9,3,Workplace harassment,1,0
1530,Ekapad Sama,T,5,2,Vehicle theft with duplicate key,1,0
1531,Hemang Aurora,T,12,5,Cheque bounce fraud,1,0
1532,Azad Acharya,M,2,1,Ambush attack at night,1,0
1533,Ikbal Buch,M,2,1,Unarmed physical assault,1,0
1534,Patrick Sahni,M,8,3,Workplace harassment,1,0
1535,Vivaan Kata,M,8,3,Family/relative-perpetrated,1,0
1536,Hema Joshi,T,8,2,Forced window/door entry,1,0
1537,Daksh Korpal,T,1,1,Knife-related assault,1,0
1538,Sanya Kuruvilla,T,8,5,Cheque bounce fraud,1,0
1539,Hamsini Reddy,F,9,2,Daylight chain/bag snatching,1,0
1540,Jagrati Handa,F,10,4,OTP fraud,1,0
1541,Tejas Naidu,M,10,4,Fake KYC update call,1,0
1542,Kamya Choudhry,F,5,2,Forced window/door entry,1,0
1543,Devika Amble,F,8,3,Family/relative-perpetrated,1,0
1544,Manthan Chaudhari,M,8,3,Family/relative-perpetrated,1,0
1545,Advay Garde,M,9,1,Knife-related assault,1,0
1546,Kiaan Goyal,M,2,3,Family/relative-perpetrated,1,0
1547,Anjali Vaidya,T,4,3,Persistent online stalking before offence,1,0
1548,Lohit Bail,T,4,3,Family/relative-perpetrated,1,0
1549,Yadavi Gera,F,2,2,Lock-picking,1,0
1550,Wridesh Bail,M,12,2,Forced window/door entry,1,0
1551,Vinaya Rajan,T,12,2,Daylight chain/bag snatching,1,0
1552,Edhitha Chakrabarti,F,5,4,Phishing link / fake link,1,0
1553,Ayaan Korpal,M,8,3,Persistent online stalking before offence,1,0
1554,Balhaar Soman,M,8,3,Persistent online stalking before offence,1,0
1555,Ijaya Natt,F,8,3,Workplace harassment,1,0
1556,Pallavi Thakur,F,8,3,Persistent online stalking before offence,1,0
1557,Vrishti Salvi,T,9,2,Lock-picking,1,0
1558,Bhavini Choudhry,T,7,1,Ambush attack at night,1,0
1559,Neel Tata,M,10,4,OTP fraud,1,0
1560,Balhaar Dhingra,M,10,4,OTP fraud,1,0
1561,Ati Varughese,F,8,2,Lock-picking,1,0
1562,Varsha Baria,F,9,3,Workplace harassment,1,0
1563,Hardik Trivedi,T,5,3,Persistent online stalking before offence,1,0
1564,Abhimanyu Kaur,T,10,4,Social media impersonation,1,0
1565,Mohini Krishnan,T,10,4,Social media impersonation,1,0
1566,Aadhya Tara,F,3,2,Vehicle theft with duplicate key,1,0
1567,Wriddhish Contractor,M,4,2,Lock-picking,1,0
1568,Anirudh Agrawal,M,12,1,Knife-related assault,1,0
1569,Ayaan Naidu,M,12,1,Blunt weapon assault,1,0
1570,Jeet Biswas,M,12,1,Unarmed physical assault,1,0
1571,Om Ben,M,2,2,Daylight chain/bag snatching,1,0
1572,Gautam Maharaj,M,6,2,Daylight chain/bag snatching,1,0
1573,Frederick Deshpande,T,9,4,OTP fraud,1,0
1574,Warhi Memon,F,9,4,Fake KYC update call,1,0
1575,Nimrat Madan,F,9,4,Social media impersonation,1,0
1576,Ayushman Pingle,T,9,4,Social media impersonation,1,0
1577,Adweta Dey,F,2,2,Daylight chain/bag snatching,1,0
1578,Vrinda Naik,T,13,2,Daylight chain/bag snatching,1,0
1579,Eiravati Bhandari,F,14,2,Lock-picking,1,0
1580,Azaan Kothari,T,3,3,Family/relative-perpetrated,1,0
1581,Gautam Toor,T,3,3,Family/relative-perpetrated,1,0
1582,Yadavi Toor,F,11,1,Ambush attack at night,1,0
1583,Upadhriti Om,F,5,5,Ponzi / fake investment scheme,1,0
1584,Benjamin Sani,M,15,2,Daylight chain/bag snatching,1,0
1585,Aarna Kapur,T,15,2,Forced window/door entry,1,0
1586,Shivani Magar,T,15,2,Vehicle theft with duplicate key,1,0
1587,Chakradev Parikh,M,6,4,Fake KYC update call,1,0
1588,Vrishti Kothari,F,6,4,Phishing link / fake link,1,0
1589,Madhav Gokhale,M,4,4,Social media impersonation,1,0
1590,Urvashi Keer,T,6,4,Fake KYC update call,1,0
1591,Gagan Parmar,M,3,2,Forced window/door entry,1,0
1592,Lohit Bajaj,T,1,3,Family/relative-perpetrated,1,0
1593,Vasana Gour,F,1,3,Family/relative-perpetrated,1,0
1594,Matthew Dasgupta,M,1,3,Family/relative-perpetrated,1,0
1595,Unnati Lal,F,1,3,Persistent online stalking before offence,1,0
1596,Ekaraj Radhakrishnan,M,3,4,Social media impersonation,1,0
1597,Eesha Ratta,F,3,4,Social media impersonation,1,0
1598,Aadhya Kapur,T,9,2,Daylight chain/bag snatching,1,0
1599,Ayush Kapur,M,9,2,Forced window/door entry,1,0
1600,Ekalinga Kulkarni,M,9,2,Forced window/door entry,1,0
1601,Bishakha Khanna,T,3,1,Knife-related assault,1,0
1602,Yashvi Chaudhari,T,7,2,Lock-picking,1,0
1603,Nihal Gopal,M,1,1,Unarmed physical assault,1,0
1604,Bishakha Dora,T,1,1,Knife-related assault,1,0
1605,Peter Kothari,T,8,1,Knife-related assault,1,0
1606,Urvi Deol,T,8,1,Blunt weapon assault,1,0
1607,Leena Rastogi,F,8,1,Knife-related assault,1,0
1608,Balvan Mani,T,1,3,Family/relative-perpetrated,1,0
1609,Nikita Pall,F,1,3,Workplace harassment,1,0
1610,Nimrat Sha,F,1,3,Workplace harassment,1,0
1611,Chameli Soni,F,5,4,Fake KYC update call,1,0
1612,Jacob Sarna,M,5,4,Phishing link / fake link,1,0
1613,Aayush D’Alia,M,5,4,Social media impersonation,1,0
1614,Anay Sandal,M,5,4,Social media impersonation,1,0
1615,Gavin Rajagopalan,T,8,2,Daylight chain/bag snatching,1,0
1616,Balhaar Sekhon,M,8,2,Vehicle theft with duplicate key,1,0
1617,Bina Purohit,F,6,1,Knife-related assault,1,0
1618,Udarsh Andra,T,6,1,Blunt weapon assault,1,0
1619,Ikbal Mann,M,10,2,Vehicle theft with duplicate key,1,0
1620,Dhruv Palan,M,7,3,Persistent online stalking before offence,1,0
1621,Teerth Kumer,M,11,2,Forced window/door entry,1,0
1622,Amruta Shankar,F,1,3,Family/relative-perpetrated,1,0
1623,Upasna Khosla,F,1,3,Persistent online stalking before offence,1,0
1624,Siddharth Sama,M,1,3,Family/relative-perpetrated,1,0
1625,Zashil Madan,M,6,2,Daylight chain/bag snatching,1,0
1626,Samuel Korpal,M,6,2,Vehicle theft with duplicate key,1,0
1627,Anya Bains,F,8,4,OTP fraud,1,0
1628,Fiyaz Uppal,T,8,4,OTP fraud,1,0
1629,Yashvi Balakrishnan,T,13,3,Workplace harassment,1,0
1630,Samuel Raman,M,13,3,Family/relative-perpetrated,1,0
1631,Ekavir Bumb,M,13,3,Workplace harassment,1,0
1632,Thomas Din,M,4,5,Ponzi / fake investment scheme,1,0
1633,Gunbir Nadkarni,T,15,2,Daylight chain/bag snatching,1,0
1634,Unnati Modi,F,10,5,Cheque bounce fraud,1,0
1635,Oeshi Pai,F,14,2,Forced window/door entry,1,0
1636,Saumya Ramaswamy,T,14,2,Vehicle theft with duplicate key,1,0
1637,Amrita Borde,F,7,3,Family/relative-perpetrated,1,0
1638,Rajata Kala,T,5,5,Shell company fraud,1,0
1639,Mitesh Hora,T,5,5,Ponzi / fake investment scheme,1,0
1640,Quincy Bhatti,M,9,3,Persistent online stalking before offence,1,0
1641,Nachiket Keer,M,9,3,Persistent online stalking before offence,1,0
1642,Chakrika Panchal,F,8,5,Cheque bounce fraud,1,0
1643,Amara Chawla,F,15,5,Cheque bounce fraud,1,0
1644,Aayush Prakash,M,15,5,Cheque bounce fraud,1,0
1645,Avi Sunder,M,1,2,Vehicle theft with duplicate key,1,0
1646,Faras Kota,M,14,4,Phishing link / fake link,1,0
1647,Dhriti Lala,T,2,1,Blunt weapon assault,1,0
1648,Inaya Walia,F,1,3,Workplace harassment,1,0
1649,Hema Gade,T,6,1,Blunt weapon assault,1,0
1650,Champak Chopra,M,15,3,Persistent online stalking before offence,1,0
1651,Aachal Kata,F,7,2,Daylight chain/bag snatching,1,0
1652,Arjun Dube,M,7,2,Lock-picking,1,0
1653,Xavier Suri,M,6,2,Daylight chain/bag snatching,1,0
1654,Yutika Grewal,F,6,2,Forced window/door entry,1,0
1655,Arya Krish,F,13,5,Ponzi / fake investment scheme,1,0
1656,Ishwar Vig,T,13,5,Cheque bounce fraud,1,0
1657,Hemal Gola,T,3,2,Forced window/door entry,1,0
1658,Kai Mangat,M,10,5,Shell company fraud,1,0
1659,Amaira Choudhury,T,10,5,Shell company fraud,1,0
1660,Shivani Swamy,T,10,5,Cheque bounce fraud,1,0
1661,Hemangini Bala,F,3,4,Fake KYC update call,1,0
1662,Ishwar Dar,M,5,3,Workplace harassment,1,0
1663,Yagnesh Bhardwaj,M,4,2,Forced window/door entry,1,0
1664,Ekbal Dhillon,M,6,4,Fake KYC update call,1,0
1665,Thomas Walla,M,5,3,Workplace harassment,1,0
1666,Kavya Batra,T,12,1,Unarmed physical assault,1,0
1667,Dipta Gaba,F,12,1,Blunt weapon assault,1,0
1668,Sarthak De,M,14,2,Lock-picking,1,0
1669,Chaman Sama,F,14,2,Lock-picking,1,0
1670,Upkaar Narula,M,13,1,Ambush attack at night,1,0
1671,Adweta Krishnamurthy,T,8,1,Ambush attack at night,1,0
1672,Radha Ravel,F,8,1,Ambush attack at night,1,0
1673,Noah Kadakia,M,13,1,Knife-related assault,1,0
1674,Widisha Grewal,T,15,4,Fake KYC update call,1,0
1675,Lavanya Butala,T,15,4,Phishing link / fake link,1,0
1676,Triveni Oommen,F,3,2,Forced window/door entry,1,0
1677,Lucky Babu,T,1,2,Daylight chain/bag snatching,1,0
1678,Onkar Guha,T,2,5,Shell company fraud,1,0
1679,David Loyal,M,6,2,Vehicle theft with duplicate key,1,0
1680,Aradhana Tella,T,1,2,Vehicle theft with duplicate key,1,0
1681,Simon Johal,M,5,1,Blunt weapon assault,1,0
1682,Advaith Barad,M,5,1,Unarmed physical assault,1,0
1683,Oeshi Sha,F,5,1,Knife-related assault,1,0
1684,Yash Parsa,M,5,1,Unarmed physical assault,1,0
1685,Timothy Ray,M,11,5,Ponzi / fake investment scheme,1,0
1686,Bhavani Ray,T,11,5,Cheque bounce fraud,1,0
1687,Advay Kapur,M,11,5,Ponzi / fake investment scheme,1,0
1688,William Rajagopalan,M,2,5,Shell company fraud,1,0
1689,Ladli Mangat,F,2,5,Loan-default cheating,1,0
1690,Wriddhish Parmer,M,2,5,Loan-default cheating,1,0
1691,Waida Cheema,T,1,4,Social media impersonation,1,0
1692,Henry Andra,M,12,2,Forced window/door entry,1,0
1693,Watika Chana,F,2,5,Ponzi / fake investment scheme,1,0
1694,Nidhi Kanda,F,1,1,Ambush attack at night,1,0
1695,Dalbir Natarajan,M,1,1,Ambush attack at night,1,0
1696,Wishi Memon,F,1,1,Knife-related assault,1,0
1697,Ekalinga Sangha,T,10,2,Forced window/door entry,1,0
1698,Rudra Mitra,T,12,5,Loan-default cheating,1,0
1699,Leena Balay,T,12,5,Shell company fraud,1,0
1700,Balhaar Shankar,M,9,1,Knife-related assault,1,0
1701,Upkaar Sarna,T,14,1,Blunt weapon assault,1,0
1702,Aarnav Garg,M,12,5,Cheque bounce fraud,1,0
1703,Chandresh Gola,M,12,5,Cheque bounce fraud,1,0
1704,Aishani Padmanabhan,F,12,5,Cheque bounce fraud,1,0
1705,Nidhi Sankar,F,12,5,Shell company fraud,1,0
1706,Harrison Jhaveri,M,8,1,Ambush attack at night,1,0
1707,Yashawini Minhas,F,8,1,Knife-related assault,1,0
1708,Pahal Jaggi,F,11,1,Ambush attack at night,1,0
1709,Isha Bose,F,5,1,Knife-related assault,1,0
1710,Joshua Bhatt,T,9,2,Daylight chain/bag snatching,1,0
1711,Peter Chaudry,M,1,1,Blunt weapon assault,1,0
1712,Janaki Ramanathan,T,1,1,Unarmed physical assault,1,0
1713,Januja Dey,T,10,3,Workplace harassment,1,0
1714,Madhav Saini,M,10,3,Persistent online stalking before offence,1,0
1715,Tristan Halder,T,10,3,Workplace harassment,1,0
1716,Upasna More,F,10,3,Persistent online stalking before offence,1,0
1717,Lucky Acharya,T,3,4,OTP fraud,1,0
1718,Quincy Mital,M,7,1,Ambush attack at night,1,0
1719,Sai Singh,T,7,1,Blunt weapon assault,1,0
1720,Udarsh Dhar,M,7,1,Ambush attack at night,1,0
1721,Joshua Kalita,T,13,3,Persistent online stalking before offence,1,0
1722,Oni Patil,F,15,5,Loan-default cheating,1,0
1723,Qasim Mitter,M,11,1,Blunt weapon assault,1,0
1724,Zarna Soman,F,11,1,Ambush attack at night,1,0
1725,Priya Dara,T,3,1,Unarmed physical assault,1,0
1726,Anya Balay,F,3,1,Knife-related assault,1,0
1727,Urvashi Sharaf,F,10,3,Persistent online stalking before offence,1,0
1728,Zashil Ahuja,M,10,3,Workplace harassment,1,0
1729,Dhriti Kant,F,4,2,Forced window/door entry,1,0
1730,Owen Chowdhury,M,7,4,Fake KYC update call,1,0
1731,Samarth Dhaliwal,T,7,1,Ambush attack at night,1,0
1732,Watika Palla,F,12,4,Fake KYC update call,1,0
1733,Oscar Dugar,T,12,4,OTP fraud,1,0
1734,Anamika Loke,F,5,2,Lock-picking,1,0
1735,Teerth Biswas,T,5,2,Vehicle theft with duplicate key,1,0
1736,Vasatika Murty,T,14,2,Forced window/door entry,1,0
1737,Indrajit Rattan,M,2,5,Shell company fraud,1,0
1738,Ekaraj Brahmbhatt,T,2,5,Loan-default cheating,1,0
1739,Yatan Sarkar,M,9,4,Phishing link / fake link,1,0
1740,Qasim Cheema,T,11,2,Lock-picking,1,0
1741,Dakshesh Rattan,T,13,1,Ambush attack at night,1,0
1742,Agastya Vohra,T,4,1,Ambush attack at night,1,0
1743,Mekhala Dyal,F,4,1,Blunt weapon assault,1,0
1744,Mason Chandra,M,4,1,Unarmed physical assault,1,0
1745,Libni Solanki,F,9,1,Blunt weapon assault,1,0
1746,Ronith Mukherjee,M,9,1,Ambush attack at night,1,0
1747,Champak Bhardwaj,M,9,1,Ambush attack at night,1,0
1748,Damini Date,F,9,1,Blunt weapon assault,1,0
1749,Qasim Mangal,T,13,3,Persistent online stalking before offence,1,0
1750,Vasatika Mani,F,13,3,Family/relative-perpetrated,1,0
1751,Arya Mani,F,13,3,Family/relative-perpetrated,1,0
1752,Advika Borah,T,13,3,Persistent online stalking before offence,1,0
1753,Gautam Dara,M,10,4,OTP fraud,1,0
1754,Urmi Khatri,T,10,4,Fake KYC update call,1,0
1755,Mahika Mohanty,F,5,5,Ponzi / fake investment scheme,1,0
1756,Nathan Wali,T,5,5,Loan-default cheating,1,0
1757,Aarna Naidu,F,5,5,Shell company fraud,1,0
1758,Samar Buch,M,14,2,Daylight chain/bag snatching,1,0
1759,Avi Manda,T,14,2,Vehicle theft with duplicate key,1,0
1760,Vasatika Bhatti,F,14,2,Forced window/door entry,1,0
1761,Yahvi Kuruvilla,T,15,4,OTP fraud,1,0
1762,Siya Chadha,F,6,5,Shell company fraud,1,0
1763,Tanveer Banerjee,M,6,4,Fake KYC update call,1,0
1764,Ekanta Ravel,F,8,1,Knife-related assault,1,0
1765,Ayushman Rastogi,M,8,1,Blunt weapon assault,1,0
1766,Darika Gopal,F,8,1,Blunt weapon assault,1,0
1767,Radhika Mangat,T,6,1,Ambush attack at night,1,0
1768,Sathvik Sethi,T,6,1,Unarmed physical assault,1,0
1769,Raagini Yadav,F,11,4,Fake KYC update call,1,0
1770,Watika Hayer,F,11,4,Phishing link / fake link,1,0
1771,Theodore Ghose,T,6,5,Shell company fraud,1,0
1772,Triya Agrawal,F,6,5,Loan-default cheating,1,0
1773,Champak Chowdhury,M,6,5,Shell company fraud,1,0
1774,Bimala Deep,F,6,4,Social media impersonation,1,0
1775,Yadavi Mohanty,F,6,4,Phishing link / fake link,1,0
1776,Suhani Sethi,F,6,1,Blunt weapon assault,1,0
1777,Rudra Walla,T,13,4,OTP fraud,1,0
1778,Gaurang Bhatnagar,M,4,1,Ambush attack at night,1,0
1779,Benjamin Bhatt,T,12,2,Vehicle theft with duplicate key,1,0
1780,Wriddhish Sandal,T,12,2,Daylight chain/bag snatching,1,0
1781,Aayush Gaba,M,12,2,Daylight chain/bag snatching,1,0
1782,Thomas Nayak,T,6,1,Knife-related assault,1,0
1783,Kamala Subramaniam,F,6,1,Knife-related assault,1,0
1784,Qushi Dhaliwal,F,6,1,Ambush attack at night,1,0
1785,Shravya Tara,T,8,1,Blunt weapon assault,1,0
1786,Daniel Sekhon,M,8,1,Blunt weapon assault,1,0
1787,Jackson Krishna,T,8,1,Ambush attack at night,1,0
1788,Faras Bhakta,M,3,1,Blunt weapon assault,1,0
1789,Isaiah Srinivasan,T,4,4,Social media impersonation,1,0
1790,Naveen Rattan,M,4,4,OTP fraud,1,0
1791,Riya Vohra,T,4,4,Phishing link / fake link,1,0
1792,Rudra Majumdar,M,4,2,Vehicle theft with duplicate key,1,0
1793,Jack Pau,M,10,2,Daylight chain/bag snatching,1,0
1794,Yuvraj Bajwa,M,10,2,Daylight chain/bag snatching,1,0
1795,Ishaan Kala,M,9,4,OTP fraud,1,0
1796,Aarnav Bandi,T,1,4,Social media impersonation,1,0
1797,Isaiah Sane,M,3,5,Ponzi / fake investment scheme,1,0
1798,Gaurangi Oommen,T,6,2,Forced window/door entry,1,0
1799,Abhiram Arya,M,5,4,Fake KYC update call,1,0
1800,Vivaan Bakshi,M,10,4,Fake KYC update call,1,0
1801,Turvi Ramaswamy,F,10,4,Social media impersonation,1,0
1802,Amrita Pai,T,11,2,Lock-picking,1,0
1803,Raagini Sandhu,F,11,2,Vehicle theft with duplicate key,1,0
1804,Raghav Kata,T,6,2,Vehicle theft with duplicate key,1,0
1805,Hritik Shah,T,11,5,Cheque bounce fraud,1,0
1806,Madhav Om,M,3,1,Knife-related assault,1,0
1807,Lipika Gour,T,4,1,Knife-related assault,1,0
1808,Laksh Dixit,T,4,1,Blunt weapon assault,1,0
1809,Gaurav Kata,T,3,5,Ponzi / fake investment scheme,1,0
1810,Gagan Sood,M,8,1,Knife-related assault,1,0
1811,Abeer Sarma,T,15,1,Ambush attack at night,1,0
1812,Chakrika Tailor,F,11,2,Vehicle theft with duplicate key,1,0
1813,Utkarsh Mitra,M,14,1,Unarmed physical assault,1,0
1814,Omisha Nayar,F,2,1,Blunt weapon assault,1,0
1815,Luke Magar,T,2,1,Blunt weapon assault,1,0
1816,Aadhya Gera,F,2,1,Ambush attack at night,1,0
1817,Vedant Kamdar,T,2,1,Unarmed physical assault,1,0
1818,Kashish Raju,F,13,4,Phishing link / fake link,1,0
1819,Yutika Murthy,F,4,5,Loan-default cheating,1,0
1820,Anamika Date,T,14,1,Knife-related assault,1,0
1821,Megha Naidu,F,13,2,Forced window/door entry,1,0
1822,Dakshesh Gour,M,13,2,Daylight chain/bag snatching,1,0
1823,Laban Verma,M,11,2,Vehicle theft with duplicate key,1,0
1824,Chanakya Chopra,M,12,1,Knife-related assault,1,0
1825,Balendra Kata,M,12,1,Blunt weapon assault,1,0
1826,Mugdha Lad,T,1,5,Loan-default cheating,1,0
1827,Bhavani Kakar,F,1,5,Cheque bounce fraud,1,0
1828,Aarnav Barman,T,1,5,Shell company fraud,1,0
1829,Darsh Peri,M,11,3,Workplace harassment,1,0
1830,Zansi Memon,T,11,3,Workplace harassment,1,0
1831,Luke Nadig,M,15,1,Knife-related assault,1,0
1832,Ekapad Mitter,T,15,1,Ambush attack at night,1,0
1833,Krishna Pall,M,3,1,Blunt weapon assault,1,0
1834,Sai Randhawa,T,9,2,Daylight chain/bag snatching,1,0
1835,Zashil Palan,M,7,2,Vehicle theft with duplicate key,1,0
1836,Ati Soni,F,2,1,Blunt weapon assault,1,0
1837,Waida Nath,T,2,1,Knife-related assault,1,0
1838,Lucky Tank,T,5,2,Lock-picking,1,0
1839,Irya Amble,F,5,5,Loan-default cheating,1,0
1840,Chameli Babu,T,13,1,Unarmed physical assault,1,0
1841,Krisha Andra,T,14,2,Vehicle theft with duplicate key,1,0
1842,Chatresh Gole,T,14,2,Forced window/door entry,1,0
1843,Jack Sarkar,M,14,2,Lock-picking,1,0
1844,Hitesh Hegde,M,2,3,Family/relative-perpetrated,1,0
1845,Samuel Tiwari,M,2,3,Workplace harassment,1,0
1846,Tristan Pillai,T,2,3,Family/relative-perpetrated,1,0
1847,Pranit Dhingra,M,2,3,Persistent online stalking before offence,1,0
1848,Irya Raman,T,14,2,Lock-picking,1,0
