ComplainantID,CaseMasterID,ComplainantName,AgeYear,OccupationID,ReligionID,CasteID,GenderID
603,573,Eshana Bora,36,8,6,2,2
604,574,Abdul Mital,31,5,5,5,1
605,575,Yatan Bala,23,1,3,1,1
606,576,Varsha Kalita,37,1,2,3,2
607,577,Nandini Gaba,52,3,4,5,2
608,578,Jyoti Saxena,47,1,7,3,2
609,579,Ubika Som,21,6,3,3,2
610,580,Triveni D’Alia,62,8,1,1,2
611,581,Max Devan,37,3,5,1,1
612,582,Gayathri Koshy,21,4,5,5,2
613,583,Farhan Khurana,28,5,2,1,1
614,584,Ekapad Singh,47,9,2,5,1
615,585,Manbir Gupta,47,2,5,3,1
616,586,Shravya Aggarwal,47,5,3,3,2
617,587,Eesha Char,26,5,5,1,2
618,588,Harsh Badal,67,5,4,5,1
619,589,Ranveer Bajaj,38,8,3,4,1
620,590,Hemang Kamdar,45,1,2,4,1
621,591,Vansha Samra,30,3,2,5,2
622,592,Ladli Buch,32,2,3,1,2
623,593,Maanas Singhal,72,8,1,5,1
624,594,Idika Korpal,34,2,6,3,2
625,595,Gaurika Basak,56,8,3,3,2
626,595,Ranbir Deshpande,74,2,3,1,1
627,596,Fiyaz Thakur,19,2,5,1,1
628,597,Krisha Dhar,30,7,2,3,2
629,598,Tarak Brahmbhatt,73,5,6,1,1
630,599,Lucky Pillai,34,9,7,1,1
631,600,Ronith Kannan,21,6,7,2,1
632,601,Bachittar Gade,20,6,4,3,1
633,602,Leela Narayanan,49,3,2,1,2
634,603,Lavanya Chhabra,19,3,6,1,2
635,604,Urmi Ravi,64,1,3,3,2
636,605,Chakrika Chaudhuri,39,3,5,5,2
637,605,Chakrika Anand,20,7,5,1,2
638,606,Anusha Acharya,19,3,2,4,2
639,607,Yashoda Mohan,34,6,7,4,2
640,608,Divya Mittal,34,4,3,1,2
641,609,Udyati Murty,22,3,1,4,2
642,610,Hitesh Divan,55,9,3,2,1
643,611,Vincent Kashyap,42,1,3,5,1
644,612,Abhiram Thaker,71,3,6,5,1
645,613,Krisha Srinivasan,41,3,1,4,2
646,614,Bakhshi Bose,67,2,4,3,1
647,615,Wridesh Mall,75,4,2,1,1
648,616,Wakeeta Panchal,75,4,6,4,2
649,617,Anita Sethi,58,7,5,2,2
650,618,Chanakya Verma,75,5,5,4,1
651,619,Nandini Barad,21,7,7,1,2
652,620,Yahvi Morar,51,6,7,3,2
653,621,Nachiket Buch,32,4,4,5,1
654,622,Chatresh Lalla,49,5,5,1,1
655,623,Orinder Deshpande,40,4,6,4,1
656,623,Samesh Mani,65,4,3,5,1
657,624,Balendra Rana,58,2,7,4,1
658,625,Ranbir Venkataraman,58,7,2,5,1
659,626,Triveni Choudhry,71,1,2,5,2
660,626,Ekavir Mander,74,4,5,3,1
661,627,Krishna Dyal,60,9,5,5,1
662,628,Tamanna Bahri,61,4,2,5,2
663,629,Niharika Sandal,43,6,7,5,2
664,630,Kala Roy,26,4,4,1,2
665,631,Anita Kunda,52,7,7,5,2
666,632,Samesh Narayanan,66,2,2,5,1
667,633,Hemal Hayre,59,8,5,4,2
668,634,Darika Chad,68,1,4,2,2
669,635,Varsha Dugar,53,8,3,5,2
670,636,Wriddhish Rana,43,1,7,2,1
671,637,Anthony Sane,21,2,2,4,1
672,638,Amaira Balasubramanian,38,6,6,5,2
673,639,Maanas Swaminathan,20,2,4,2,1
674,640,Oeshi Pingle,54,4,4,2,2
675,641,Peter Badal,28,8,6,2,1
676,642,Yauvani Hari,56,7,4,1,2
677,643,Aishani Kibe,34,3,4,2,2
678,644,Alka Chad,54,5,2,5,2
679,645,Janaki Joshi,22,9,6,5,2
680,646,Anika Bose,51,2,6,1,2
681,647,Osha Sodhi,59,9,2,4,2
682,648,Samar Hayer,18,8,1,5,1
683,649,Anvi Peri,35,9,1,1,2
684,650,Reyansh Dube,73,7,1,5,1
685,651,Henry Vohra,39,4,3,3,1
686,652,Bhavini Mann,20,1,1,1,2
687,653,Chanchal Vig,23,2,6,1,2
688,654,Gagan Gupta,37,8,6,3,1
689,655,Timothy Ghosh,29,7,1,3,1
690,656,Tanmayi Parmer,27,3,1,1,2
691,657,Girish Wadhwa,50,4,1,4,1
692,658,Bishakha Bumb,73,4,2,4,2
693,659,Vaishnavi Sabharwal,64,1,4,2,2
694,660,Dhruv Devan,44,8,3,3,1
695,661,Frederick Jain,23,9,6,3,1
696,662,Raghav Dara,72,2,1,5,1
697,663,Manya Mane,60,9,6,4,2
698,664,Dalaja Hari,52,9,4,3,2
699,665,Advay Tailor,59,5,1,2,1
700,666,Advika Nayak,29,9,5,4,2
701,667,Adweta Dutt,61,3,7,1,2
702,668,Pahal Vala,72,3,2,4,2
703,669,Vedhika Talwar,30,7,5,1,2
704,670,Sai Narula,67,3,6,5,2
705,671,Charan Oak,58,9,6,5,1
706,672,Indrajit Oza,22,6,4,1,1
707,673,Yashvi Borde,64,1,6,1,2
708,674,Nicholas Memon,41,3,1,5,1
709,675,Udarsh Nadig,44,1,2,3,1
710,676,Bhanumati Deep,55,2,3,1,2
711,677,Varenya Yohannan,34,8,7,2,2
712,678,Gaurav Thakkar,57,9,5,1,1
713,679,Aarnav Naik,54,1,7,5,1
714,680,Mugdha Sachdev,50,1,6,4,2
715,681,Damyanti Deol,66,8,5,3,2
716,682,Vedika Nagi,19,6,4,1,2
717,683,Thomas Dara,47,6,4,2,1
718,684,Nihal Borra,61,2,6,1,1
719,685,Imaran Edwin,61,3,4,2,1
720,686,Yatan Narain,36,7,5,1,1
721,687,Vidhi Venkataraman,44,9,7,3,2
722,688,Dayamai Sharma,39,8,7,5,2
723,689,Chakradhar Contractor,54,1,6,2,1
724,690,Dayita Raja,41,3,1,4,2
725,691,Upasna Rai,29,4,3,5,2
726,692,Aarna Narain,54,2,7,3,2
727,693,Nihal Zacharia,46,5,5,1,1
728,694,Liam Bhasin,75,5,7,5,1
729,695,Indrajit Mangal,24,8,7,3,1
730,696,Ria Mane,18,4,2,2,2
731,697,Yauvani Basak,58,1,6,3,2
732,698,Lakshit Swamy,30,2,5,2,1
733,699,Aarnav Nath,38,8,2,1,1
734,700,Bahadurjit Dada,66,9,6,1,1
735,701,Aarav Murty,69,8,3,2,1
736,702,Isaac Bhattacharyya,67,4,3,3,1
737,702,Vedika Sarna,62,3,5,2,2
738,703,Abhimanyu Bhavsar,38,3,3,2,1
739,704,Charvi Chacko,62,1,3,4,2
740,705,Ryan Lad,61,2,6,1,1
741,706,Aradhana Sahota,19,8,3,4,2
742,707,Fitan Sampath,54,5,7,5,1
743,708,Hemani Master,74,9,4,2,2
744,709,Kiaan Warrior,67,9,4,1,1
745,710,Ishani Reddy,28,5,1,2,2
746,711,Anamika Hans,21,3,3,1,2
747,712,Sai Shenoy,25,4,1,4,1
748,713,Nimrat Chana,43,7,4,4,2
749,714,Parth Comar,35,4,4,5,1
750,715,Omisha Pradhan,41,8,3,4,2
751,716,Raghav Mahal,19,5,4,2,1
752,717,Varenya Morar,66,9,1,5,2
753,718,Faris Grover,37,5,6,3,1
754,719,Chandresh Chanda,26,7,4,4,1
755,720,Tara Lall,60,8,7,3,2
756,721,Arjun Shenoy,68,5,4,5,1
757,722,Lakshmi Mody,46,2,4,1,2
758,723,Ishanvi Kibe,45,7,1,1,2
759,724,Jatin Barman,73,3,6,1,1
760,725,Thomas Som,69,6,7,1,1
761,726,Varenya Chhabra,72,4,1,4,2
762,727,Ekapad Kulkarni,21,3,6,1,1
763,728,Kashish Chauhan,26,9,4,4,2
764,728,Dayita Tata,25,9,3,1,2
765,729,Sanya Dara,70,7,6,2,2
766,730,Tara Mutti,45,2,4,1,2
767,731,Urvashi Borde,71,2,2,4,2
768,732,Vrinda Barman,33,5,6,3,2
769,733,Qabil Balasubramanian,54,3,3,3,1
770,734,Raksha Dewan,70,5,6,4,2
771,735,Oliver Vala,35,5,4,1,1
772,736,Yuvraj Acharya,39,9,5,5,1
773,737,Gaurika Lala,72,4,3,3,2
774,738,Nakul Grewal,43,2,4,4,1
775,739,Advika Agrawal,24,4,6,2,2
776,740,Yasti Dhaliwal,59,4,2,2,2
777,741,Pahal Doshi,69,5,2,5,2
778,742,Samaksh Devi,68,9,2,1,1
779,743,Amrita Chaudry,49,1,5,1,2
780,744,Gaurang Acharya,63,9,2,1,1
781,745,Urvi Nori,73,5,2,2,2
782,746,Max Arora,71,1,4,3,1
783,747,Prisha Kohli,40,1,2,3,2
784,748,Anthony Khurana,51,4,5,3,1
785,749,Bina Tak,72,2,2,5,2
786,750,Ucchal Batra,63,6,7,2,2
787,751,Oliver Seshadri,57,6,6,1,1
788,752,Pooja Edwin,69,4,6,3,2
789,753,Banjeet Munshi,36,5,3,5,1
790,754,Wriddhish Gera,30,4,5,3,1
791,755,Ekanta Dugal,65,7,7,2,2
792,756,Devansh Banik,20,7,2,2,1
793,757,Turvi Nayak,74,5,7,5,2
794,758,Advay Edwin,58,1,2,1,1
795,759,Amrita Lall,28,7,4,2,2
796,760,Max Mangat,25,9,3,2,1
797,761,Ekapad Oza,67,6,4,3,1
798,762,Ekalinga Manda,32,3,7,5,1
799,763,Samaksh Bala,44,3,2,2,1
800,764,Ronith Raju,66,3,6,4,1
801,765,Sai Ranganathan,40,6,7,2,2
802,766,Jatin Dugar,41,2,3,2,1
803,766,Dalbir Mitra,45,5,2,4,1
804,767,Meera Goda,38,4,7,3,2
805,768,Vihaan Sethi,43,2,2,1,1
806,769,Anita Bakshi,19,4,3,2,2
807,770,Zarna Chadha,38,4,3,2,2
808,771,Krishna Padmanabhan,30,1,4,2,2
809,772,Raagini Kar,25,2,6,3,2
810,773,Irya Raj,48,4,2,4,2
811,774,Xiti Saran,23,9,5,3,2
812,775,George Gokhale,41,6,5,5,1
813,776,Divya Naik,60,3,7,4,2
814,776,Abeer Bora,39,8,5,3,1
815,777,Raksha Chadha,44,3,6,4,2
816,778,Chanakya Deshpande,19,3,1,4,1
817,779,Jack Buch,27,1,5,4,1
818,780,Nitesh More,18,9,7,5,1
819,781,Xavier Radhakrishnan,48,9,1,3,1
820,781,Megha Shan,64,8,4,1,2
821,782,Reyansh Palan,62,4,7,2,1
822,782,Anay Kurian,30,1,7,5,1
823,783,Isaac Nagi,51,5,3,3,1
824,784,Naksh Mann,61,1,7,4,1
825,785,Keya Kuruvilla,49,4,6,1,2
826,786,Gaurangi Chawla,47,2,1,5,2
827,787,Avi Bala,31,1,3,3,1
828,788,Ikbal Biswas,49,7,7,5,1
829,789,Indali Mukherjee,56,2,6,5,2
830,790,Meera Raj,39,6,4,4,2
831,791,Ira Iyer,68,1,4,3,2
832,792,Ekavir Sridhar,38,8,6,1,1
833,793,Chandani Sha,42,3,5,4,2
834,794,Reyansh Parsa,70,2,4,2,1
835,795,Girik Chaudhry,37,4,5,1,1
836,796,Utkarsh Bawa,56,3,3,4,1
837,797,Vasana Gopal,53,3,4,5,2
838,798,Indali Agarwal,38,3,3,4,2
839,799,Girish Sem,23,2,6,4,1
840,800,Akshay Pillay,46,5,5,4,1
841,801,Samarth Gera,50,5,2,1,1
842,801,Hemangini Basak,38,5,4,2,2
843,802,Gaurang Doshi,31,8,7,3,1
844,803,Nilima Mody,28,5,6,5,2
845,804,Gaurav Borde,30,7,5,1,1
846,805,Chakradev Sinha,71,6,1,3,1
847,806,Aarav Nagy,22,4,1,5,1
848,807,Azaan Bhasin,41,7,7,3,1
849,808,Zayyan Nayar,25,7,7,4,1
850,809,William Nanda,22,3,1,3,1
851,810,Lila Kota,63,8,5,1,2
852,810,Eesha Sibal,64,3,1,5,2
853,811,Sanaya Garde,53,6,2,2,2
854,812,Siya Sundaram,47,3,3,2,2
855,813,Ranveer Master,74,4,2,5,1
856,814,Rachita Venkatesh,23,7,2,4,2
857,815,Aachal Kala,32,8,2,2,2
858,816,Tarak Sen,49,4,4,4,1
859,817,Tanay Pradhan,31,5,5,3,1
860,818,Devika Naik,58,8,6,1,2
861,819,Ria Kapoor,61,9,2,4,2
862,820,Bahadurjit Sodhi,47,6,6,2,1
863,821,Ekaraj Munshi,50,1,7,3,1
864,822,Neha Sarma,29,2,7,1,2
865,823,Jagdish Verma,67,6,2,3,1
866,824,Isaiah Subramanian,26,2,4,4,1
867,825,Nilima Kapur,22,2,7,4,2
868,826,Yutika Mannan,48,1,5,4,2
869,827,Yoshita Date,55,1,5,3,2
870,828,Banjeet Shere,27,2,1,4,1
871,829,Urishilla Yadav,20,6,4,4,2
872,830,Hemang Kant,33,7,6,2,1
873,831,Kritika Walia,35,5,6,1,2
874,832,Harshil Raghavan,48,6,5,5,1
875,833,Chakradev Peri,40,7,3,1,1
876,834,Amrita Dutt,63,9,2,4,2
877,835,Tara Lanka,41,7,5,3,2
878,836,Nathan Kakar,22,4,6,2,1
879,836,Samesh Basu,69,5,4,1,1
880,837,Advaith Sandal,29,8,5,5,1
881,838,Meghana Soman,36,2,1,1,2
882,839,Karan Bir,52,1,3,4,1
883,840,Chandresh Kale,35,6,4,1,1
884,841,Faqid Ramakrishnan,65,9,7,3,1
885,842,Inaya Mody,56,1,1,4,2
886,843,Aashi Nori,19,3,6,5,2
887,844,Varsha Garg,40,6,5,4,2
888,845,Logan Reddy,23,3,2,5,1
889,846,Hiral Patel,37,8,2,5,2
890,847,Udant Som,56,4,5,3,1
891,848,Praneel Zachariah,67,2,5,5,1
892,849,Triveni Kumer,47,4,7,5,2
893,850,Chaman Sarkar,53,5,3,3,2
894,851,Upma Grover,71,2,5,2,2
895,852,Jeet Manne,59,1,4,2,1
896,853,Rehaan Doshi,27,4,4,2,1
897,853,Ekaraj Talwar,36,7,2,1,1
898,854,Anusha Bedi,22,2,3,4,2
899,855,Ijaya Lad,19,5,7,3,2
900,856,Laban Ravel,60,8,4,5,1
901,857,Indrajit Varghese,20,1,5,2,1
902,858,Fariq Chandra,18,6,4,4,1
903,858,Noah Chhabra,28,6,6,5,1
904,859,Chaman Datta,58,7,3,1,2
905,860,Zinal Prasad,21,5,3,4,2
906,861,Damyanti Chakrabarti,44,9,6,3,2
907,862,Aadhya Upadhyay,25,9,5,4,2
908,863,Fariq Bhasin,24,8,7,4,1
909,864,Pahal Sant,61,2,6,2,2
910,864,Rachana Gade,60,4,6,2,2
911,865,Kritika Agate,70,4,2,2,2
912,866,Girik Kota,62,9,7,1,1
913,867,Avi Bhardwaj,33,9,2,5,1
914,868,Yadavi Chaudhary,45,2,1,1,2
915,869,Vidhi Viswanathan,42,8,6,2,2
916,870,Ishaan Sidhu,18,5,4,2,1
917,871,Jeremiah Srivastava,67,1,2,1,1
918,872,Qushi Shroff,51,1,1,4,2
919,873,Kai Rao,36,9,5,4,1
920,874,Wakeeta Andra,34,7,7,4,2
921,875,Arin Din,69,3,5,1,1
922,876,Xalak Tiwari,53,4,1,3,2
923,877,Radhika Lad,44,4,3,3,2
924,878,Ishwar Srivastava,22,2,7,5,1
925,879,Ethan Seshadri,40,7,1,4,1
926,880,Tanveer Thaman,48,2,1,2,1
927,881,Nirja Handa,59,1,6,2,2
928,882,Dhruv Shah,38,4,7,3,1
929,883,Gaurangi Prabhu,33,2,4,4,2
930,884,Champak Lata,35,1,4,3,1
931,885,Hardik Joshi,51,3,6,2,1
932,886,Kalpit Bhat,69,9,3,1,1
933,887,Utkarsh Ganesan,22,9,4,1,1
934,888,Aradhana Gandhi,28,5,2,1,2
935,889,Gopal Kota,61,4,7,5,1
936,889,Harini Ahuja,54,9,4,4,2
937,890,Jeevika Ravel,35,4,2,2,2
938,891,Krish Madan,70,6,3,2,1
939,892,Baljiwan Srivastava,54,6,3,3,1
940,893,Bishakha Karnik,60,3,2,4,2
941,893,Warda Pradhan,46,3,3,4,2
942,894,Nakul Devan,65,5,5,4,1
943,895,Yauvani Sathe,59,9,3,3,2
944,896,Tanveer Tailor,25,5,7,2,1
945,897,Zayan Parmer,75,3,6,1,1
946,898,Shivani Ganguly,18,2,6,2,2
947,899,Ijaya Krishnamurthy,24,2,1,4,2
948,900,Anmol Desai,62,2,7,4,1
949,900,Ryan Acharya,24,8,4,5,1
950,901,Ekani Dyal,63,4,7,1,2
951,901,Vincent Chander,32,2,2,5,1
952,902,Baghyawati Som,68,9,7,4,2
953,903,Samesh Contractor,68,8,6,3,1
954,904,Gautam Bath,19,8,4,2,1
955,905,Hamsini Kanda,32,5,4,5,2
956,906,Ira Varty,18,6,4,3,2
957,907,Maya Keer,74,5,7,1,2
958,908,Sarthak Kunda,30,9,7,4,1
959,909,Dayamai Apte,43,6,6,3,2
960,910,Vrishti Dara,34,6,5,3,2
961,911,Nidra Gara,47,7,3,4,2
962,912,Alexander Ray,23,1,2,2,1
963,913,Gauri Swaminathan,66,5,3,3,2
964,914,Kashish Narain,50,7,1,3,2
965,915,Avni Din,40,1,5,3,2
966,916,Dalaja Raghavan,41,9,6,3,2
967,917,Anvi Sehgal,57,2,4,3,2
968,918,Gagan Minhas,34,4,6,2,1
969,919,Daksh Rajan,43,8,7,5,1
970,920,Lajita Natt,64,8,5,3,2
971,921,Garima Kapoor,73,6,6,5,2
972,922,Thomas Pillai,67,4,5,1,1
973,923,Faqid Hora,61,4,5,1,1
974,924,Ekanta Bedi,55,2,3,2,2
975,925,Faras Kota,52,2,1,2,1
976,926,Champak Narang,64,4,4,3,1
977,927,Balendra Kalla,18,5,4,5,1
978,928,Kamala Nayar,58,5,1,2,2
979,929,Jason Agate,69,1,3,1,1
980,930,Chasmum Arya,30,7,2,5,2
981,931,Anmol Gupta,62,7,1,5,1
982,932,Samuel Nagy,51,1,4,2,1
983,933,Patrick Rajagopal,42,9,1,5,1
984,934,Qadim Kothari,49,1,1,2,1
985,935,Manya Badami,67,7,7,2,2
986,936,Chakradev Raja,56,7,2,4,1
987,937,Charita Zachariah,67,4,1,5,2
988,938,Anamika Merchant,54,2,1,3,2
989,939,Indira Buch,43,1,4,4,2
990,940,Aadhya Patla,53,5,3,1,2
991,941,Jagat Barman,75,3,5,1,1
992,942,Janaki Bassi,54,8,3,3,2
993,943,Rajeshri Kashyap,54,4,7,1,2
994,944,Ekapad Bassi,48,6,6,2,1
995,945,Samaksh Dugar,21,3,4,3,1
996,946,Qadim Thaman,73,7,5,1,1
997,947,Bishakha Kadakia,74,8,5,1,2
998,948,Hredhaan Sanghvi,67,7,2,2,1
999,948,Sara Dasgupta,19,3,3,5,2
1000,949,Kavya Kalla,24,9,1,1,2
1001,950,Siya Sharma,26,8,4,4,2
1002,951,Ekantika Kala,21,8,5,2,2
1003,952,David Balan,43,4,4,5,1
1004,953,Rushil Ratti,24,3,3,5,1
1005,954,Neha Bera,73,8,4,3,2
1006,955,Lekha Sabharwal,43,7,7,2,2
1007,956,Brinda Kurian,66,7,6,3,2
1008,957,Damini Narayan,18,3,6,2,2
1009,958,Yadavi Mital,47,2,2,3,2
1010,959,Qasim Rattan,72,2,4,5,1
1011,960,Aryan Bhargava,59,9,1,2,1
1012,961,Wahab Sankar,52,8,3,2,1
1013,962,Aahana Dhawan,50,5,7,4,2
1014,963,Isaac Balasubramanian,41,7,1,4,1
1015,964,Krish Choudhary,35,7,3,4,1
1016,965,Om Bath,58,7,4,3,1
1017,966,Rajeshri Comar,23,5,3,2,2
1018,967,Chatresh Salvi,73,5,6,3,1
1019,968,Inaya Agate,42,6,3,3,2
1020,969,Ekalinga Sharma,71,6,5,2,1
1021,970,Nisha Mahajan,23,8,2,2,2
1022,971,Ayush Mittal,33,9,2,2,1
1023,971,Yashodhara Ramakrishnan,46,2,2,4,2
1024,972,Chanchal Chaudhry,53,7,3,3,2
1025,972,Rishi Chaudhari,56,8,3,4,1
1026,973,Vasana Batra,44,6,2,4,2
1027,974,Daksha Naidu,52,5,5,5,2
1028,974,Panini Basak,64,4,1,3,2
1029,975,Bhavika Morar,19,6,2,2,2
1030,976,Theodore Seshadri,69,7,3,1,1
1031,976,Avni Dhar,73,6,7,2,2
1032,977,Upma Kamdar,36,2,7,2,2
1033,978,Anjali Deshpande,27,2,7,3,2
1034,979,Mason Manne,30,2,7,4,1
1035,980,Faris Gandhi,63,5,1,3,1
1036,981,Tanmayi Mani,38,4,3,3,2
1037,982,Diya Purohit,42,9,3,1,2
1038,983,Yagnesh Parmar,71,7,5,4,1
1039,984,Rehaan Koshy,33,6,4,1,1
1040,985,Raghav Lall,28,7,2,2,1
1041,986,Lakshmi Rastogi,18,8,2,3,2
1042,987,Madhav Hora,49,5,6,4,1
1043,988,Atharv Wadhwa,29,2,2,5,1
1044,989,Vasatika Chatterjee,60,1,6,2,2
1045,990,Hiral Thakkar,25,7,3,1,2
1046,991,Adya Chandran,60,7,2,4,2
1047,992,Bishakha Comar,23,3,4,1,2
1048,993,Meghana Nath,44,1,3,4,2
1049,994,Jatin Sarkar,46,8,1,1,1
1050,995,Kiaan Sura,47,6,7,5,1
1051,996,Ronith Saraf,39,9,3,4,1
1052,997,Guneet Kapur,69,5,6,3,1
1053,998,Sarthak Char,45,7,4,2,1
1054,999,Hemang Dalal,48,9,6,1,1
1055,1000,Neelima Padmanabhan,32,4,4,3,2
1056,1001,Hemangini Sachdev,75,5,7,5,2
1057,1002,Hritik Soni,33,2,5,2,1
1058,1003,Sai Anne,20,2,7,3,1
1059,1004,Eshana Dara,46,9,5,4,2
1060,1005,Chandran Chadha,21,6,1,5,1
1061,1006,Ekaja Walla,45,2,1,2,2
1062,1007,Hamsini Krish,74,8,2,3,2
1063,1008,Pooja Nazareth,43,7,4,5,2
1064,1009,Amruta Pingle,55,2,6,4,2
1065,1010,Advay Basak,69,9,1,4,1
1066,1011,Tripti Rege,42,3,5,3,2
1067,1012,Gopal Parmar,32,8,2,3,1
1068,1013,Maanav Dalal,19,6,1,2,1
1069,1014,Edhitha Uppal,24,7,4,1,2
1070,1015,Chanakya Kapadia,70,6,6,4,1
1071,1015,Jeremiah Khatri,52,9,5,2,1
1072,1016,Rishi Narula,44,5,1,4,1
1073,1017,Sneha Merchant,68,1,7,2,2
1074,1018,Omisha Warrior,75,9,6,2,2
1075,1019,Jeevika Batra,64,1,5,3,2
1076,1020,Ekiya Deep,52,4,4,3,2
1077,1021,Praneel Amble,70,3,4,4,1
1078,1022,Hiral Om,26,9,6,5,2
1079,1023,Aadi Mangal,40,2,2,1,1
1080,1024,Indira Chawla,38,9,2,5,2
1081,1025,Chameli Nagi,25,2,3,3,2
1082,1026,Harsh Nayak,67,5,3,1,1
1083,1027,Chakrika Chacko,44,5,2,5,2
1084,1028,Hemang Dhar,62,2,1,2,1
1085,1029,Finn Sangha,57,7,6,5,1
1086,1030,Zarna Sastry,31,5,1,3,2
1087,1031,Ucchal Date,69,9,3,4,2
1088,1032,Luke Pai,38,1,1,1,1
1089,1033,Keya Hans,67,4,4,2,2
1090,1034,Yochana Master,39,9,3,2,2
1091,1035,Ishanvi Raj,45,3,1,4,2
1092,1035,Oviya Kulkarni,62,9,2,5,2
1093,1036,Ridhi Bedi,72,3,1,1,2
1094,1037,Hritik Viswanathan,30,2,6,2,1
1095,1038,Abeer Chauhan,28,9,2,2,1
1096,1039,Wyatt Chauhan,47,4,7,2,1
1097,1040,Ira Dutta,41,8,1,1,2
1098,1041,Oviya Bassi,36,8,5,2,2
1099,1042,Dev Vasa,70,4,2,5,1
1100,1043,Wyatt Soman,20,6,3,2,1
1101,1044,Ekavir Hari,72,6,2,5,1
1102,1045,Vyanjana Chokshi,60,2,5,3,2
1103,1046,Kai Kohli,59,4,4,4,1
1104,1047,Nitesh Barad,74,2,1,4,1
1105,1048,Januja Nagar,63,9,1,2,2
1106,1049,Chakradev Talwar,59,5,4,3,1
1107,1050,Advaith Raman,70,3,5,1,1
1108,1051,Suhani Jain,63,5,7,1,2
1109,1052,Abeer Chakraborty,59,2,4,3,1
1110,1053,Jack Nayak,20,4,4,4,1
1111,1054,Yashvi Butala,46,6,2,2,2
1112,1055,Bina Chakrabarti,73,6,2,3,2
1113,1056,Pranav Balakrishnan,45,7,1,3,1
1114,1057,Gabriel Dutt,48,3,4,2,1
1115,1058,Nathan Wason,26,2,2,1,1
1116,1059,Bakhshi Dewan,66,5,5,3,1
1117,1059,Siya Panchal,26,8,4,1,2
1118,1060,Yatan Palla,52,1,6,1,1
1119,1061,Xiti Maharaj,64,5,7,5,2
1120,1062,Rajata Khare,49,6,7,4,2
1121,1063,Bachittar Mand,53,4,6,5,1
1122,1063,Upadhriti Yadav,74,2,7,1,2
1123,1064,Ganga Balan,18,8,7,4,2
1124,1065,Nathaniel Bhasin,38,6,1,4,1
1125,1066,Aradhana Sibal,61,5,4,3,2
1126,1067,Dayamai Pandya,44,3,2,3,2
1127,1068,Isaac Swamy,48,8,7,5,1
1128,1069,Pooja Choudhry,32,1,7,2,2
1129,1070,Banjeet Kata,44,2,2,2,1
1130,1071,Caleb Nadkarni,53,5,5,2,1
1131,1072,Kavya Bahri,35,2,3,5,2
1132,1073,Nikita Thakkar,75,6,6,1,2
1133,1074,Vaishnavi Radhakrishnan,24,8,1,1,2
1134,1075,Jeevika Chad,32,6,1,4,2
1135,1076,Edhitha Ramakrishnan,73,7,6,3,2
1136,1077,Oeshi Savant,46,6,4,3,2
1137,1078,Aarush Deep,40,8,2,2,1
1138,1079,Simon Tiwari,18,3,4,5,1
1139,1080,Nilima Dutta,74,3,5,4,2
1140,1080,Aarav Chaudhari,52,2,2,5,1
1141,1081,Ranveer Arora,59,9,6,2,1
1142,1082,Damini Gole,62,2,2,2,2
1143,1083,Kamya Sarna,47,3,1,2,2
1144,1084,Januja Bakshi,26,3,6,3,2
1145,1085,Bimala Shankar,71,5,7,3,2
1146,1086,Wriddhish Bala,42,4,5,2,1
1147,1087,Suhani Karan,38,3,4,3,2
1148,1087,Orinder Golla,23,1,6,2,1
1149,1088,Eesha Varghese,40,2,5,1,2
1150,1089,Faris Deshmukh,30,9,5,5,1
1151,1090,Tanvi Kohli,24,5,2,1,2
1152,1091,Shivani Wali,33,3,7,4,2
1153,1092,Ucchal Dara,73,3,4,4,2
1154,1093,Faraj Subramaniam,60,3,7,1,1
1155,1093,Ikbal Dube,21,3,2,2,1
1156,1094,Damyanti Gopal,54,3,4,4,2
1157,1095,Jairaj Anand,32,4,3,4,1
1158,1096,Girindra Narasimhan,44,2,7,2,1
1159,1097,Abdul Gole,26,7,7,3,1
1160,1098,Mitesh Atwal,25,6,2,3,1
1161,1099,Dalaja More,43,5,6,1,2
1162,1100,Amara Iyengar,41,4,7,1,2
1163,1101,Charita Krishna,40,6,6,4,2
1164,1102,Nandini Agate,31,5,2,3,2
1165,1102,Unnati Goel,60,7,2,4,2
1166,1103,Anjali Tripathi,56,8,7,5,2
1167,1104,Laban Srinivasan,30,3,7,3,1
1168,1105,Lucky Ratti,33,9,2,5,1
1169,1106,Chaitaly Bal,73,7,7,5,2
1170,1107,Raksha Saran,30,3,3,2,2
1171,1108,Oni Sehgal,31,1,7,2,2
1172,1109,Ati Rajan,54,6,2,2,2
1173,1110,Ethan Suri,35,1,2,1,1
1174,1111,Qasim Sarraf,46,9,4,1,1
1175,1112,Yachana Lanka,28,5,1,1,2
1176,1113,Lohit Bakshi,45,6,4,3,1
1177,1114,Maya Bandi,74,4,6,3,2
1178,1115,Kalpit Shukla,66,2,1,4,1
1179,1116,Zayan Kale,64,7,5,2,1
1180,1117,Sudiksha Rajagopal,51,6,5,3,2
1181,1118,Yuvraj Sami,54,5,3,5,1
1182,1119,Vedant Mistry,62,2,3,3,1
1183,1120,Samuel Mukherjee,48,5,2,2,1
1184,1121,Qabil Ganesh,27,7,3,4,1
1185,1122,Noah Patel,38,3,3,2,1
1186,1123,Ijaya Lad,34,7,4,4,2
1187,1124,Inaya Merchant,59,9,5,1,2
1188,1125,Neelima Anne,24,4,4,4,2
1189,1126,Nicholas Mitter,50,4,5,1,1
1190,1127,Dominic Dutta,41,8,3,3,1
