VictimMasterID,CaseMasterID,VictimName,AgeYear,GenderID,VictimPolice
729,1049,Nikita Sampath,4,2,0
730,1052,Dakshesh Barad,66,3,0
731,1054,Laksh Sanghvi,3,2,0
732,1055,Ikshita Kala,29,1,1
733,1056,Nidra Sunder,38,1,0
734,1058,Krishna Naik,17,1,0
735,1059,Ridhi Buch,47,2,0
736,1060,Chandran Kaul,71,3,0
737,1061,Arin Ratti,17,2,0
738,1062,Bhavya Bakshi,74,3,0
739,1062,Warda Chanda,7,3,0
740,1063,Irya Varkey,1,2,0
741,1064,Urvashi Patla,45,1,0
742,1070,Girindra Brar,35,2,1
743,1072,Gayathri Borah,47,2,0
744,1073,Gautam Manne,6,1,0
745,1076,Devansh Seth,21,1,0
746,1078,Yagnesh Talwar,47,3,0
747,1084,Januja Talwar,37,1,0
748,1084,Tara Chaudhari,33,3,0
749,1087,Ishaan Ganesh,76,3,0
750,1088,Avni Srinivasan,33,1,0
751,1089,Vritti Dash,13,1,0
752,1090,Nikita Iyengar,56,3,0
753,1090,Om Shenoy,43,2,0
754,1092,Faraj Singhal,66,1,0
755,1095,Mugdha Verma,57,1,0
756,1096,Omya Rattan,1,1,0
757,1097,Kevin Garg,3,3,0
758,1098,Harish Mukherjee,34,1,0
759,1098,Amrita Ganguly,70,3,0
760,1100,Leela Nagarajan,75,2,0
761,1103,Janaki Mani,13,3,0
762,1106,Abha Sem,50,3,0
763,1108,Charita Bandi,11,1,0
764,1108,Ganga Bhalla,48,2,0
765,1110,Inaya Viswanathan,37,1,0
766,1112,Kavya Mahajan,11,1,0
767,1113,Mason Bajaj,59,3,0
768,1113,Oviya Sibal,84,3,0
769,1114,Kashish Rao,29,1,0
770,1115,Farhan Boase,20,2,0
771,1116,Aradhana Ratti,24,2,0
772,1117,Amol Pradhan,12,3,0
773,1118,Anay Mutti,32,2,0
774,1120,Varenya Mittal,71,1,1
775,1123,Oscar Muni,72,2,1
776,1125,Ridhi Walia,63,1,0
777,1126,Qarin Chaudhari,52,3,0
778,1128,Anika Taneja,42,3,0
779,1128,Aarush Apte,46,2,0
780,1128,Victor Dewan,62,1,0
781,1129,Chakrika Natt,74,1,0
782,1131,Samarth Banik,27,3,0
783,1132,Arin Chakrabarti,6,1,0
784,1134,Daksh Narula,12,2,0
785,1136,Warhi Thakkar,42,1,0
786,1137,Bishakha Vyas,79,2,0
787,1137,Naksh Sangha,80,3,0
788,1137,Ekantika Dara,43,3,0
789,1138,Wazir Anand,40,1,0
790,1139,Maanav Date,72,3,0
791,1140,Ronith Mital,2,1,1
792,1143,Ekaja Dewan,43,2,0
793,1145,Sai Saraf,24,2,0
794,1147,Kiaan Ghose,75,2,0
795,1147,Jasmit Sidhu,84,1,0
796,1148,Charvi Sura,7,2,0
797,1148,Yachana Chaudhari,79,3,0
798,1149,Vrinda Korpal,18,1,0
799,1150,Triveni Pall,47,2,0
800,1151,Guneet Rao,30,1,0
801,1152,Nikita Bath,3,3,0
802,1153,Upadhriti Mukherjee,14,2,0
803,1155,Pushti Chawla,37,3,0
804,1157,Shivani Guha,38,2,0
805,1158,Ati Taneja,64,1,0
806,1159,Advay Hayre,76,2,0
807,1161,Nandini Kunda,25,2,0
808,1162,Jatin Biswas,64,2,0
809,1164,Rehaan Butala,75,3,0
810,1164,Nilima Pathak,32,2,0
811,1166,Rehaan Bali,83,1,0
812,1167,Tanvi Shetty,69,2,0
813,1168,Aadi Mittal,73,1,0
814,1170,Shivansh Minhas,3,1,0
815,1171,Nimrat Soni,58,3,0
816,1174,Rayaan Om,22,3,0
817,1174,Manya Naidu,79,3,0
818,1175,Jackson Venkatesh,28,1,0
819,1175,Aahana Ganesan,11,2,0
820,1176,Jason Krish,78,3,0
821,1176,Vasana Banerjee,70,3,0
822,1178,Yashawini Ahuja,17,3,0
823,1178,Aayush Bahl,53,2,0
824,1179,Anita Bhavsar,51,1,0
825,1181,Wazir Kalita,55,2,0
826,1182,Inaya Borah,80,3,0
827,1183,Harshil Oza,44,3,0
828,1184,Hiral Buch,16,1,0
829,1185,Janaki Soni,46,2,0
830,1186,Bhavini Andra,34,2,0
831,1193,Yuvraj Vaidya,77,2,0
832,1194,Nakul Bhakta,77,3,0
833,1195,Max Mistry,21,2,0
834,1196,Aachal Biswas,41,1,0
835,1196,Imaran Nath,65,1,0
836,1198,Ranveer Kale,74,2,0
837,1199,Xavier Virk,67,3,0
838,1200,Varenya Dugal,56,3,0
839,1202,Pavani Modi,76,2,0
840,1203,Vasatika Khurana,69,1,0
841,1207,Udarsh Mangat,39,3,0
842,1208,Ishwar Gole,4,3,0
843,1209,Rayaan Bobal,80,1,0
844,1210,Yachana Dash,81,1,0
845,1212,Dayita Muni,13,3,0
846,1213,Henry Lala,18,2,0
847,1218,Chaaya Chadha,48,1,0
848,1221,Sudiksha Chanda,31,1,0
849,1222,Turvi Dass,35,2,0
850,1224,Indrajit Bhakta,54,3,0
851,1227,Ranveer Sachdev,60,3,0
852,1230,Lipika Ganesan,54,2,0
853,1231,Hemangini Suri,2,3,0
854,1233,Akshay Basak,15,2,0
855,1234,Victor Sane,24,1,0
856,1236,Sarthak Batta,60,3,0
857,1239,Vrishti Ray,12,3,1
858,1239,Luke Sachar,74,1,0
859,1241,Dakshesh Mohan,53,3,0
860,1242,Anya Wali,1,2,0
861,1243,Karan Gokhale,1,1,0
862,1245,Pratyush Dada,39,2,0
863,1246,Yatin Srinivas,32,1,0
864,1247,Meghana Kibe,82,1,0
865,1249,Yashawini Murthy,65,1,0
866,1251,Rachit Kapur,13,3,1
867,1258,Sarthak Joshi,20,2,0
868,1258,Dayamai Bali,10,2,0
869,1259,Varsha Chada,47,1,0
870,1260,David Ratta,49,3,0
871,1261,Laksh Madan,36,3,0
872,1263,Avi Agarwal,6,1,0
873,1266,Bhavani Kara,64,1,0
874,1267,Ijaya Mani,75,1,0
875,1272,Ekavir Warrior,49,3,0
876,1276,Radhika Gopal,71,3,1
877,1279,Faraj Kadakia,64,3,0
878,1280,Yochana Rattan,48,2,0
879,1281,Madhavi Vora,62,3,0
880,1281,Parth Yadav,30,3,0
881,1282,Nathaniel Badal,59,2,0
882,1284,Sneha Tata,44,1,0
883,1285,Arin Muni,4,3,0
884,1288,Ganga Pandey,27,2,0
885,1288,Raksha Balakrishnan,17,3,0
886,1289,Wyatt Thaman,14,2,0
887,1290,Samuel Shankar,75,2,0
888,1290,Rudra Nanda,23,3,0
889,1291,Ekiya Khatri,70,2,0
890,1292,Gopal Bhavsar,5,1,0
891,1293,Bhavani Mangal,56,2,1
892,1294,Darsh Bala,78,1,0
893,1297,Chatura Mital,22,1,0
894,1298,William Jha,70,2,0
895,1299,Ishita Sharaf,43,3,0
896,1300,Samesh Bhasin,25,3,0
897,1300,Mohini Shenoy,25,1,0
898,1303,Lohit Prakash,58,1,0
899,1304,Reyansh Dhillon,41,2,0
900,1305,Jairaj Lad,35,3,0
901,1306,Harita Nori,13,1,0
902,1311,Samarth Madan,51,2,0
903,1312,Bhanumati Nazareth,69,1,0
904,1313,Omkaar Warrior,21,1,0
905,1313,Jagrati Ravi,12,2,0
906,1314,Aarnav Sura,75,1,0
907,1314,Jack Saha,24,1,0
908,1317,Tripti Bhatnagar,2,2,0
909,1318,Radhika Kar,15,2,0
910,1319,Nimrat Goda,59,1,0
911,1320,Damyanti Nath,9,2,0
912,1322,Manan Dixit,65,1,0
913,1325,Jagvi Sur,69,2,0
914,1325,Amruta Shetty,55,3,0
915,1328,Udant Mishra,43,2,0
916,1329,Samesh Sachdeva,76,2,0
917,1330,Timothy Ganesh,53,2,0
918,1332,Oeshi Master,3,2,0
919,1333,Garima Ramachandran,53,1,0
920,1334,Megha Dugar,21,3,0
921,1334,Dalbir Doctor,20,3,0
922,1334,Chakradev Vaidya,27,2,0
923,1337,Ojasvi Rattan,19,1,0
924,1337,Harish Kapoor,10,3,0
925,1338,Gautam Merchant,75,2,0
926,1340,Vanya Bora,71,2,0
927,1344,Balvan Keer,2,1,0
928,1345,Lucky Mahal,24,1,0
929,1348,Chaitanya Dugar,53,2,0
930,1348,Januja Tank,17,1,0
931,1349,Pranit Chokshi,18,1,0
932,1349,Daksh Nori,24,2,0
933,1354,Zaid Krishnamurthy,64,3,0
934,1355,Urmi Munshi,80,2,0
935,1355,Ekbal Kale,20,3,0
936,1356,Ishani Dhar,17,2,0
937,1356,Damini Pandey,70,3,0
938,1358,Xalak Kumer,10,1,0
939,1359,Watika Kumer,23,3,0
940,1360,Vasana Lal,71,2,0
941,1361,Samaksh Krishnan,42,2,0
942,1363,Ojas Borah,34,2,0
943,1365,Agastya Suri,4,3,0
944,1366,Gunbir Rajagopalan,3,3,0
945,1366,Triveni Badami,70,3,0
946,1366,Gaurav Oommen,42,2,0
947,1370,Ikshita Pandya,21,3,0
948,1370,Anvi Savant,29,2,0
949,1370,Ekaja Banik,1,2,0
950,1371,Ridhi Palla,38,1,0
951,1372,Anvi Chahal,18,1,0
952,1373,Siya Sankaran,51,2,0
953,1374,Isaac Nayak,6,3,0
954,1376,Quincy Sibal,38,2,0
955,1378,Warhi Banik,48,3,0
956,1381,Rohan Kanda,68,2,0
957,1382,Aayush Bains,28,2,0
958,1383,Chameli Wali,52,2,0
959,1383,Saumya Kalla,43,2,0
960,1383,Sachi Sunder,71,1,0
961,1384,Qasim Patil,62,3,0
962,1384,Unni Sahota,12,3,0
963,1384,Gayathri Nigam,1,1,0
964,1385,Yauvani Manda,27,1,0
965,1389,Om Seshadri,44,3,0
966,1389,Sanya Lall,8,2,0
967,1391,Ishani Amble,5,3,0
968,1395,Aarini Sheth,74,2,0
969,1398,Lila Bhatt,43,1,0
970,1398,Yutika Sachdev,44,3,0
971,1399,Aarnav Bhagat,21,3,0
972,1402,Sarthak Jayaraman,1,1,0
973,1403,Niharika Pathak,46,2,0
974,1406,Suhani Murthy,26,1,0
975,1408,Raghav Dhillon,9,2,0
976,1411,Manan Char,1,2,0
977,1412,Kritika Saxena,60,1,0
978,1412,Balhaar Pant,20,2,0
979,1413,Ethan Sura,67,3,0
980,1415,Dhruv Dara,13,1,0
981,1415,Yauvani Bahri,25,2,0
982,1416,Nidra Ganguly,19,2,0
983,1418,Manthan Bansal,70,3,0
984,1419,Panini Sibal,70,3,0
985,1420,Kashish Raju,27,3,0
986,1421,Balveer Nagi,78,3,0
987,1422,Jyoti Das,84,1,0
988,1422,Vihaan Gandhi,52,1,0
989,1423,Warda Subramanian,66,3,0
990,1424,Quincy Kunda,29,3,1
991,1427,Yadavi Brahmbhatt,20,1,0
992,1427,Gaurav Nair,42,3,0
993,1428,Omkaar Dhawan,58,3,0
994,1428,Bhavani Agrawal,30,1,0
995,1429,Zaid Vora,55,3,0
996,1432,Bina Choudhary,32,3,0
997,1433,Abdul Dara,46,3,0
998,1434,Ethan Din,73,2,0
999,1436,Advik Dass,20,1,0
1000,1438,Charles Zacharia,18,1,0
1001,1440,Omkaar Vaidya,47,2,0
1002,1441,Farhan Verma,79,2,0
1003,1442,Hiral Shan,43,3,0
1004,1442,Yamini Saha,27,3,0
1005,1442,Jeremiah Bobal,37,2,0
1006,1443,Hardik Bal,36,2,0
1007,1444,Yadavi Shukla,9,1,0
1008,1445,Ekaja Dewan,69,1,0
1009,1446,Neel Khosla,10,3,0
1010,1447,Arjun Chahal,85,3,0
1011,1449,Chavvi Deol,33,1,0
1012,1450,Raksha Prabhakar,30,2,0
1013,1451,Umang Barad,33,1,0
1014,1454,Tamanna Sidhu,36,1,0
1015,1455,Neha Cherian,9,3,0
1016,1455,Jeevika Swamy,21,2,0
1017,1456,Jonathan Master,35,2,0
1018,1457,Aahana Bhasin,26,2,0
1019,1458,Barkha Wable,29,3,0
1020,1461,Jalsa Dave,62,2,0
1021,1462,Jatin Rout,24,2,0
1022,1463,Anamika Mukhopadhyay,81,3,0
1023,1464,Diya Bath,12,2,0
1024,1465,Barkha Bera,4,3,0
1025,1466,Jairaj Bains,36,1,0
1026,1467,Luke Ranganathan,12,3,0
1027,1469,Reva Chhabra,8,1,0
1028,1471,Riya Salvi,1,2,0
1029,1472,Aarav Suri,56,1,0
1030,1473,Vamakshi Kothari,85,1,1
1031,1479,Hredhaan Sandal,49,1,0
1032,1479,Saumya Kunda,24,2,0
1033,1480,Yamini Sem,1,1,0
1034,1481,Akshay Madan,20,2,0
1035,1482,Nathan Singh,45,1,0
1036,1483,Lajita Bahri,47,3,0
1037,1484,Wishi Bassi,32,2,0
1038,1486,Yachana Sarkar,19,1,0
1039,1491,Yachana Sura,2,2,0
1040,1492,Baljiwan Korpal,44,2,0
1041,1493,Zayan Thaker,21,1,0
1042,1494,Wyatt Narasimhan,82,2,0
1043,1497,Jeet Pau,39,1,0
1044,1499,Bhanumati Bhatti,36,2,0
1045,1500,Anamika Agrawal,28,3,0
1046,1502,Turvi Behl,55,3,0
1047,1503,Sanya Solanki,85,2,0
1048,1506,Noah Sathe,69,3,0
1049,1509,Advik Barman,19,1,0
1050,1509,Theodore Sem,41,2,0
1051,1512,Arjun Bedi,30,3,0
1052,1513,Vansha Gour,1,2,0
1053,1514,Wridesh Kulkarni,73,3,0
1054,1514,Qushi Saha,48,1,0
1055,1514,Henry Batra,38,3,0
1056,1516,Rayaan Loyal,29,3,0
1057,1517,Michael Khosla,50,1,0
1058,1518,Qadim Konda,11,3,0
1059,1519,Dayamai Wagle,34,1,0
1060,1519,Aarini Kamdar,73,1,0
1061,1520,Praneel Jayaraman,68,1,0
1062,1523,Vivaan Babu,5,3,0
1063,1523,Onveer Baria,85,2,0
1064,1523,Fiyaz Subramanian,68,3,0
1065,1526,Jacob Keer,75,1,0
1066,1526,Advay Patel,21,3,0
1067,1526,Gautam Dugar,52,2,0
1068,1527,Triveni Bawa,1,1,0
1069,1530,Owen Shanker,16,1,0
1070,1530,Ranveer Kale,38,3,0
1071,1530,Urmi Babu,62,1,0
1072,1531,Karan Khatri,38,3,0
1073,1532,Hemang Roy,81,3,0
1074,1533,Janya Sharaf,3,2,0
1075,1536,Varsha Goel,18,1,0
1076,1538,Harsh Din,31,2,0
1077,1539,Eiravati Agate,22,3,1
1078,1543,Avni Karpe,24,3,0
1079,1544,Ishanvi Mohanty,18,1,1
1080,1544,Maya Badal,82,3,0
1081,1545,Wridesh Nayar,71,3,0
1082,1547,Priya Narang,17,2,0
1083,1548,Hema Butala,76,1,0
1084,1548,Barkha Dhar,56,2,0
1085,1549,Faraj Biswas,31,3,0
1086,1550,Bishakha Manda,72,1,0
1087,1551,Wriddhish Saha,76,1,0
1088,1552,Krishna Handa,6,2,0
1089,1556,Chanchal Sankaran,58,3,0
1090,1558,Dakshesh Mukherjee,36,1,0
1091,1559,Lekha Loyal,84,2,0
1092,1560,Imaran Nair,1,2,0
1093,1561,Raghav Grover,77,2,0
1094,1563,Jai Desai,19,2,0
1095,1565,Samar Badami,34,3,0
1096,1568,Nathan Sachdeva,11,3,0
1097,1568,Yutika Mammen,13,2,0
1098,1570,Yachana Sha,23,1,0
1099,1571,Yashica Thakkar,3,1,0
1100,1573,Aahana Nagarajan,85,1,0
1101,1574,Raghav Rajagopal,61,1,0
1102,1575,Benjamin Sarma,26,3,0
1103,1577,Bahadurjit Nadkarni,7,1,0
1104,1578,Ganga Kala,4,1,0
1105,1578,Laban Goda,66,3,0
1106,1583,Yashvi Hegde,5,1,0
1107,1586,Indrajit Gara,84,1,0
1108,1588,Darpan Sachdev,58,2,0
1109,1590,Krishna Choudhary,84,1,0
1110,1591,Ranbir Das,10,1,0
1111,1594,Onkar Pathak,77,3,0
1112,1596,Eesha Mohan,43,2,0
1113,1598,Timothy Divan,81,1,0
1114,1599,Ucchal Garg,54,3,0
1115,1599,Arjun Ganguly,40,3,0
1116,1601,Ridhi Ramanathan,10,1,0
1117,1603,Mohammed Parekh,20,3,0
1118,1606,Kritika Bhardwaj,44,3,0
1119,1607,Yatin Patla,78,3,0
1120,1608,Hamsini Kohli,25,2,0
1121,1609,Bina Balan,35,1,0
1122,1610,Ekansh Mukherjee,35,2,0
1123,1611,Dipta Sanghvi,12,3,0
1124,1612,Vincent Roy,41,1,0
1125,1616,Samuel Loke,67,2,0
1126,1621,Oviya Mahajan,52,3,0
1127,1622,Girik Deshmukh,75,2,0
1128,1624,Sachi Rajan,24,3,0
1129,1627,Suhani Hora,63,3,0
1130,1628,Lohit Datta,50,1,0
1131,1629,Jagdish Deshpande,84,3,0
1132,1629,Yutika Choudhary,83,2,0
1133,1629,Zaid Anand,19,2,0
1134,1631,Warinder Biswas,29,1,0
1135,1631,Nirja Sachdeva,54,3,0
1136,1631,Omya Bains,7,3,0
1137,1632,Nathan Behl,6,3,0
1138,1633,Jagdish Saini,58,1,0
1139,1635,Zayan Nagi,5,1,0
1140,1636,Leela Pradhan,84,2,0
1141,1636,Rohan Gokhale,32,2,0
1142,1636,Oeshi Dhar,26,1,0
1143,1638,William Dasgupta,41,1,0
1144,1641,Baghyawati Vora,24,3,0
1145,1642,Sanya Soman,50,3,0
1146,1645,Ronith Tiwari,65,1,0
1147,1646,Ekaja Chada,47,3,0
1148,1647,Meera Sampath,49,3,0
1149,1647,Kabir Mishra,15,3,0
1150,1647,Chaitanya Pai,80,2,0
1151,1648,Ekantika Bava,34,1,0
1152,1648,Ekaraj Andra,34,1,0
1153,1648,Raksha Chanda,23,3,0
1154,1650,Ronith Ram,42,1,0
1155,1651,Warjas Chhabra,59,2,0
1156,1651,Patrick Sastry,56,3,0
1157,1652,Daksh Sehgal,40,2,0
1158,1655,Vasatika Chacko,82,3,0
1159,1656,Thomas Pillay,79,2,0
1160,1657,Reva Vyas,3,3,0
1161,1658,Varsha Mutti,34,2,0
1162,1659,Fariq Kala,27,2,0
1163,1660,Falan Pai,55,2,0
1164,1661,Prisha Gade,72,1,0
1165,1663,Dhruv Saran,7,3,0
1166,1665,Christopher Ray,85,2,0
1167,1666,Vrinda Nanda,28,3,0
1168,1666,Yamini Dhingra,27,2,0
1169,1667,Chakradhar Sawhney,62,1,1
1170,1668,Saumya Varughese,77,2,0
1171,1668,Hemani Mann,80,3,0
1172,1669,Abhimanyu Talwar,84,3,0
1173,1669,Divya Iyer,80,3,0
1174,1670,Shivani Bala,77,3,0
1175,1671,Rehaan Banik,74,2,0
1176,1673,Eshana Wadhwa,1,3,0
1177,1673,Matthew Kakar,29,2,0
1178,1674,Lavanya Sarkar,6,2,0
1179,1675,Darika Khurana,77,1,0
1180,1676,Chaman Gour,85,3,0
1181,1677,Hemang Mitra,35,3,0
1182,1679,Ati Patla,70,3,0
1183,1679,Darpan Tiwari,32,3,0
1184,1680,Qushi Lal,84,2,0
1185,1682,Jatin Gupta,43,1,0
1186,1685,Brinda Rajan,63,2,0
1187,1686,Pahal Sarna,82,3,0
1188,1688,Vedhika Korpal,16,1,0
1189,1689,Luke Mukhopadhyay,35,3,0
1190,1690,Megha Deshpande,55,3,0
1191,1692,Saumya Virk,25,2,0
1192,1693,Wahab Chada,35,1,0
1193,1693,Deepa Patel,26,1,0
1194,1695,Warjas Choudhary,50,3,0
1195,1695,Osha Salvi,14,3,0
1196,1697,Zashil Batra,48,1,0
1197,1699,Oliver Hans,55,3,0
1198,1701,Nimrat Ratti,6,2,0
1199,1702,Siya Kala,54,3,0
1200,1707,Advik Taneja,18,1,0
1201,1710,Samesh Gera,25,1,0
1202,1713,George Gupta,60,2,0
1203,1715,Chakrika Gopal,34,2,1
1204,1715,Shivansh Sharma,15,2,0
1205,1719,Aarush Hora,49,3,0
1206,1720,Ishani Nagy,5,2,0
1207,1721,Irya Kanda,76,2,0
1208,1722,Tanay Kaul,53,1,0
1209,1724,Kamala Varughese,57,2,0
1210,1725,Panini Narasimhan,44,3,0
1211,1728,Wishi Mutti,72,2,0
1212,1729,Brinda Sachar,73,2,0
1213,1730,Balveer Singhal,11,2,0
1214,1731,Aahana Bobal,39,2,0
1215,1732,Harish Sachdev,3,3,0
1216,1733,Joshua Magar,38,2,0
1217,1733,Waida Dugar,26,1,0
1218,1736,Nihal Rai,17,2,0
1219,1737,Vedhika Batra,55,1,0
1220,1738,Aahana Manda,39,1,0
1221,1741,Udarsh Sridhar,7,3,0
1222,1744,Hredhaan Dugal,60,1,0
1223,1745,Sarthak Subramaniam,67,1,0
1224,1746,Nandini Dutt,42,3,0
1225,1748,Krishna Raj,9,2,0
1226,1749,Tanmayi Bhalla,52,1,0
1227,1751,Tanay Keer,13,3,0
1228,1752,Neha Bera,38,1,0
1229,1754,Yadavi Natarajan,35,1,0
1230,1755,Hitesh Vasa,63,1,0
1231,1756,Bimala Chand,61,3,0
1232,1758,Faras Lanka,59,1,0
1233,1759,Abdul Sen,25,2,0
1234,1761,Gautam Goda,72,1,0
1235,1762,Wridesh Shankar,69,3,0
1236,1765,Aradhana Sani,50,2,0
1237,1765,Umang Munshi,5,3,0
1238,1766,Alexander Date,52,2,0
1239,1770,Lavanya Lanka,81,2,0
1240,1771,Samesh Mishra,38,1,0
1241,1772,Ati Pradhan,66,1,0
1242,1773,Hemang Raju,17,1,0
1243,1775,Omkaar Menon,36,2,0
1244,1776,Mohini Thaman,19,1,0
1245,1780,Watika Bajaj,67,1,0
1246,1782,Nandini Kulkarni,26,1,0
1247,1783,Hemal Mital,29,1,0
1248,1784,Raksha Kaul,37,3,0
1249,1784,Tejas Khalsa,52,3,0
1250,1784,Samaksh Yadav,1,1,0
1251,1786,Qushi Ramanathan,8,1,0
1252,1786,Ekantika More,67,2,0
1253,1787,Yashawini Shankar,7,1,0
1254,1788,Girik Kala,5,1,0
1255,1790,Daniel Lad,21,2,0
1256,1790,Hemangini Naidu,62,1,0
1257,1791,Priya Tara,15,3,0
1258,1792,Shravya Borde,72,1,0
1259,1793,Ishani Toor,16,1,0
1260,1797,Aadhya Swaminathan,7,1,0
1261,1798,Sneha Dube,66,3,0
1262,1800,Lucky Chowdhury,47,2,0
1263,1801,Jai Dass,37,2,0
1264,1802,Rachit Gola,76,3,0
1265,1804,Gaurang Dani,41,1,0
1266,1804,Rehaan Chakraborty,54,3,0
1267,1805,Kritika Modi,6,1,0
1268,1805,Kamala Saini,78,1,0
1269,1805,Janani Shankar,42,1,0
1270,1806,Deepa Sundaram,74,2,0
1271,1809,Anika Salvi,9,1,0
1272,1810,Ijaya Rau,38,3,0
1273,1811,Max Chahal,33,3,1
1274,1812,Arya Ganesh,38,2,0
1275,1814,Chatura Bail,5,1,0
1276,1816,Radhika Gokhale,27,2,0
1277,1816,Dayita Modi,74,2,0
1278,1816,Oni Lalla,4,3,0
1279,1818,Aradhana Chaudhry,71,2,0
1280,1818,Harshil Kade,84,2,0
1281,1820,Ridhi Gole,7,3,0
1282,1821,Samaksh Butala,44,1,0
1283,1823,Sneha Patla,1,3,0
1284,1824,Karan Raju,38,2,0
1285,1824,Shaurya Vasa,77,2,0
1286,1824,Sara Borde,42,1,0
1287,1829,Gavin Kari,51,2,0
1288,1830,Logan Tak,34,3,0
1289,1838,Daniel Chaudhari,7,3,0
1290,1841,Bishakha Dhar,57,1,0
1291,1843,Priya Arya,40,3,0
1292,1843,Oscar Patil,30,1,0
1293,1844,Nitesh Comar,85,3,1
1294,1845,Darsh Raja,59,1,0
1295,1847,Lohit Apte,77,1,0
1296,1851,Rayaan Brar,57,2,0
1297,1854,Vasatika Karnik,1,1,0
1298,1855,Udant Hayer,52,3,0
1299,1855,Jeet Misra,74,2,0
1300,1856,Rachana Bhatti,35,3,0
1301,1861,Sachi Kant,61,3,0
1302,1861,Udant Bhardwaj,84,2,0
1303,1862,Nathaniel Kashyap,79,3,0
1304,1863,Sanya Mohanty,31,1,0
1305,1863,Neha Grewal,30,3,0
1306,1864,Bishakha Borde,59,1,0
1307,1865,Yashasvi Kaur,52,3,0
1308,1867,Bishakha Agate,42,3,0
1309,1869,Simon Dixit,70,2,0
1310,1869,Advay Tandon,67,3,0
1311,1871,Bishakha Prasad,59,1,0
1312,1872,Krishna Bedi,60,3,0
1313,1872,Yoshita Shukla,38,2,0
1314,1872,Zansi Bansal,34,3,0
1315,1874,Banjeet Soman,68,2,0
1316,1875,Mohini Sunder,31,3,0
1317,1876,Nihal Yohannan,31,2,0
1318,1879,Ishwar Bahl,81,1,0
1319,1879,Warda Srinivasan,67,3,0
1320,1880,George Srinivas,69,1,1
1321,1881,Neha Ranganathan,27,1,0
1322,1881,Aradhana Sur,27,1,0
1323,1883,Tejas Guha,69,1,0
1324,1884,Falguni Sarin,8,1,0
1325,1885,Jyoti Dey,3,2,0
1326,1886,Faqid Varghese,84,2,0
1327,1887,Aarnav Taneja,30,2,0
1328,1890,Avi Barad,7,1,0
1329,1891,Hemani Savant,10,3,0
1330,1893,Unni Aggarwal,73,2,0
1331,1895,Dalbir Hayre,59,1,0
1332,1895,Vrinda Gole,83,3,1
1333,1897,Nathan Batra,47,1,0
1334,1897,Waida Merchant,23,1,0
1335,1897,Leela Purohit,22,1,0
1336,1899,Darsh Pai,18,1,0
1337,1900,Vasudha Wadhwa,34,1,0
1338,1901,Gaurav Samra,15,1,0
1339,1906,Udant Bhardwaj,10,2,0
1340,1908,Radhika Wable,57,3,1
1341,1908,Wishi Savant,25,1,0
1342,1910,Neha Kapoor,36,1,0
1343,1913,Jagat Ram,31,1,0
1344,1916,Shravya Manda,33,2,0
1345,1917,Zayan Nagy,26,1,0
1346,1918,Tanmayi Yogi,65,2,0
1347,1919,Jeevika Luthra,53,3,0
1348,1921,Yamini Pall,48,3,0
1349,1923,Yashoda Char,81,3,0
1350,1924,Hiral Zachariah,24,2,0
1351,1925,Sanya Nagy,56,2,0
1352,1926,Indrajit Datta,75,2,0
1353,1927,Pavani Bedi,78,3,0
1354,1929,Hemangini Sengupta,70,1,0
1355,1930,Chatura Gill,49,2,0
1356,1933,Reva Chaudhary,67,1,0
1357,1934,Damyanti Mutti,81,1,0
1358,1935,Kamala Nagar,79,1,0
1359,1935,Chandani Bhatia,53,2,0
1360,1935,Chasmum Nayar,70,1,0
1361,1936,Advika Narang,25,1,0
1362,1937,Jeremiah Varkey,75,2,0
1363,1940,Mitesh Ganguly,8,1,0
1364,1940,Balendra Nagarajan,51,1,0
1365,1942,Aarush Sharma,62,3,0
1366,1943,Mitali Naidu,18,1,0
1367,1943,Watika Deol,28,1,1
1368,1945,Onkar Mani,5,2,0
1369,1946,Darsh Suresh,17,1,0
1370,1947,Bhavika Bhalla,85,3,0
1371,1949,Yadavi Dugal,17,3,0
1372,1952,Arya Chowdhury,46,3,0
1373,1953,Amrita Oak,38,2,0
1374,1954,Om Chaudhari,84,3,0
1375,1959,Ayushman Sharma,2,1,0
1376,1960,Damyanti Bahri,8,3,0
1377,1961,Frederick De,58,2,0
1378,1962,Ojasvi Aurora,20,1,0
1379,1963,Fariq Saraf,24,1,0
1380,1965,Guneet Luthra,55,1,0
1381,1967,Dev Chacko,1,2,0
1382,1968,Yahvi Kapoor,46,2,0
1383,1969,Lakshmi Rattan,16,2,0
1384,1970,Mahika Raman,27,3,0
1385,1972,Nitara Tak,61,1,0
1386,1972,Akshay Khalsa,72,3,0
1387,1974,Urmi Pillai,11,3,0
1388,1975,Gaurav Agate,8,1,0
1389,1977,Henry Bahl,16,3,0
1390,1979,Udarsh Kapur,5,3,0
1391,1981,Yadavi Dutta,81,1,0
1392,1983,Hemangini Jaggi,50,2,0
1393,1984,Gagan Trivedi,51,1,0
1394,1985,Saanvi Trivedi,19,2,0
1395,1987,Shivani Pathak,16,3,0
1396,1988,Zinal Krish,75,1,0
1397,1989,Varenya Pathak,82,1,0
1398,1992,Anamika Goda,81,2,0
1399,1992,Darsh Dugal,38,2,0
1400,1995,Pranit Muni,14,1,0
1401,1996,Ranbir Master,2,1,0
1402,1997,Isaiah Nath,13,2,0
1403,1998,Udant Patel,27,1,0
